Sample	posterior	likelihood	prior	treeLikelihood.hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	treeHeight.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	treeLength.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Absent_to_Present	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Present_to_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Present	rootTypeLogger.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	R0.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	R0.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned3	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned4	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	clockRate.c:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateAC.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateAG.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateAT.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateCG.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateGT.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned3	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned4
2562000	-50131.16759092682	-50424.058644427925	292.8910535011041	-50424.058644427925	1.048962312504117	48.72111818894596	0	7	84	71	0	1.1231243215050457	1.35841349839011	0.0	4.577952003864978E-4	0.0	0.0024681399023695335	49.14993246740954	49.14993246740954	0.004894882228974218	4.277563354876983E-4	0.23459090905987623	0.7654090909401228	6.537615747929529E-4	0.07968310601972502	0.33447230247676474	0.036376706422839133	0.061815651677733195	0.28445958203896854	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2563000	-50137.52926984092	-50431.25917052463	293.7299006837097	-50431.25917052463	1.0627860837804377	48.348132641955566	0	7	84	71	0	1.1271723792410255	1.4219041532353898	0.0	5.434107750129089E-4	0.0	0.0016930271887350178	44.850756458067025	44.850756458067025	0.005114945102089976	1.791470414980742E-4	0.5366786395150842	0.46332136048491473	7.121756933150369E-4	0.07968310601972502	0.33447230247676474	0.036376706422839133	0.061815651677733195	0.28445958203896854	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2564000	-50141.28087361821	-50435.06606117122	293.7851875530115	-50435.06606117122	0.9937746531715642	50.124757627523444	0	7	84	71	0	1.1411713033798045	1.3691618637826264	0.0	1.714416680312368E-4	0.0	0.0018731583206566507	53.173331085476754	53.173331085476754	0.0045265577538471085	7.890253706268675E-5	0.5366786395150842	0.46332136048491473	6.672442632687836E-4	0.07968310601972502	0.33447230247676474	0.036376706422839133	0.061815651677733195	0.2662295107392696	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2565000	-50142.13141172334	-50432.74835715	290.61694542665987	-50432.74835715	1.0471889983083258	50.186678028112496	0	7	84	71	0	1.1384518572673883	1.3112106223642326	0.0	1.704562366566582E-4	0.0	0.001770731944254818	56.703500224334746	56.703500224334746	0.0060905865265462565	4.147247563333645E-5	0.5366786395150842	0.46332136048491473	6.958474552251737E-4	0.07968310601972502	0.33447230247676474	0.036376706422839133	0.061815651677733195	0.30411040074606704	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2566000	-50142.55656360979	-50438.877113163006	296.32054955321667	-50438.877113163006	1.053347556006886	48.29324054688554	0	7	84	71	0	1.1301474136036718	1.3285382484030217	0.0	2.552910133735556E-4	0.0	0.0026666555055460685	52.10593825511909	52.10593825511909	0.001705970035599377	1.4607410111184836E-4	0.5366786395150842	0.46332136048491473	6.964260728608912E-4	0.10041983567619503	0.33447230247676474	0.036376706422839133	0.061815651677733195	0.30411040074606704	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2567000	-50136.016638552595	-50436.43445418832	300.41781563572295	-50436.43445418832	1.0451592940797072	47.667700473576524	0	7	84	71	0	1.1293755058292352	1.3204118664994469	0.0	2.0054226667226313E-4	0.0	0.0021326411759047615	57.566040311363224	57.566040311363224	0.00352421289955912	3.8593211417665675E-4	0.5366786395150842	0.46332136048491473	6.924708378563397E-4	0.10041983567619503	0.33447230247676474	0.036376706422839133	0.061815651677733195	0.30411040074606704	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2568000	-50125.135130759154	-50427.180403564635	302.045272805481	-50427.180403564635	0.9750169020154864	47.123536581322874	0	7	84	71	0	1.12891587264605	1.3008544535893676	0.0	2.2362060795463138E-4	0.0	0.0020774690078103016	61.45506732699165	61.45506732699165	0.0036823782238022402	0.001258179843014957	0.5366786395150842	0.46332136048491473	7.192659216349573E-4	0.10041983567619503	0.3065067306527081	0.036376706422839133	0.061815651677733195	0.30411040074606704	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2569000	-50122.630428512704	-50426.06807374516	303.43764523245886	-50426.06807374516	0.9947427768792154	48.39889984731232	0	7	84	71	0	1.1386748264590465	1.3757400135858755	0.0	3.5320721276708023E-4	0.0	0.0021293365398607476	50.289379646824436	50.289379646824436	0.00857919538671755	5.499272508456119E-4	0.5366786395150842	0.46332136048491473	6.9061436617081E-4	0.10041983567619503	0.3065067306527081	0.036376706422839133	0.061815651677733195	0.30411040074606704	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2570000	-50136.48040870594	-50436.08231734064	299.6019086346995	-50436.08231734064	1.039228452096207	49.636712151320694	0	7	84	71	0	1.1538220564479686	1.378151208099583	0.0	1.8908763057818868E-4	0.0	0.0020918472846951936	49.70141410285717	49.70141410285717	0.0025097184362610605	5.894880686369794E-4	0.8070076973542122	0.19299230264578676	6.796658252829406E-4	0.10041983567619503	0.3010996079169914	0.036376706422839133	0.061815651677733195	0.3098991886132787	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2571000	-50155.13035834266	-50442.0683856994	286.9380273567356	-50442.0683856994	1.0809058660907083	53.61315954143992	0	7	84	71	0	1.1438586850312367	1.330149447284367	0.0	2.3629432374023399E-4	0.0	0.00203455910795514	50.18395378358722	50.18395378358722	0.005254231897892928	9.655499060096792E-4	0.8070076973542122	0.19299230264578676	6.32259208181708E-4	0.10041983567619503	0.3010996079169914	0.036376706422839133	0.061815651677733195	0.3098991886132787	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2572000	-50147.252746344144	-50438.010300245885	290.75755390174	-50438.010300245885	1.0492456310073035	51.04124753981642	0	7	84	71	0	1.1058636016251753	1.3523183084569443	0.0	3.4458898798132897E-4	0.0	0.001324850997846215	54.40394281220692	54.40394281220692	0.004907510513401563	0.001859248856026886	0.8070076973542122	0.19299230264578676	6.327500316415399E-4	0.10041983567619503	0.3010996079169914	0.036376706422839133	0.061815651677733195	0.3098991886132787	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2573000	-50158.823395921405	-50445.65089559729	286.82749967588813	-50445.65089559729	1.0945843397902908	52.851666541805145	0	7	84	71	0	1.119838465959963	1.3569998210842837	0.0	3.5552648792409923E-4	0.0	0.0026228373092285575	50.197103539920924	50.197103539920924	0.004960860824817492	0.001966293300946803	0.8070076973542122	0.19299230264578676	5.766078660550753E-4	0.10041983567619503	0.3010996079169914	0.020895969156707047	0.061815651677733195	0.3098991886132787	0.2993634170445023	0.17541975649437366	0.19566208386509482	0.3295547425960293
2574000	-50151.303266900904	-50437.327121637165	286.0238547362604	-50437.327121637165	1.1152435289763727	53.944195492154336	0	7	84	71	0	1.10244641773868	1.3467146674639985	0.0	2.3936015091636142E-4	0.0	0.001362603016737048	56.45999127094664	56.45999127094664	0.004393792654567778	0.0014713478405574533	0.8070076973542122	0.19299230264578676	6.137943713901754E-4	0.10041983567619503	0.3010996079169914	0.020895969156707047	0.061815651677733195	0.3148500857677878	0.2993634170445023	0.17771617202898732	0.19566208386509482	0.3272583270614156
2575000	-50151.070075075295	-50442.89793392588	291.8278588505845	-50442.89793392588	1.1020518684839151	49.54987430434573	0	7	84	71	0	1.140211583178663	1.3866850231067747	0.0	2.1757945534942776E-4	0.0	0.001481070831480004	52.34958743442489	52.34958743442489	0.003671133774442123	0.0012262734392771805	0.8070076973542122	0.19299230264578676	6.705751321410411E-4	0.10041983567619503	0.3010996079169914	0.020895969156707047	0.09093945567002083	0.3148500857677878	0.2993634170445023	0.18028137898752356	0.19309687690655858	0.3272583270614156
2576000	-50160.82596169799	-50436.06982926517	275.2438675671825	-50436.06982926517	1.1575209432923672	52.343638127035774	0	6	83	72	0	1.1189141831987521	1.3187335178225306	0.0	3.2339110454183685E-4	0.0	0.002432963254401872	49.360504286805146	49.360504286805146	0.009411698180188527	0.0012389548223317023	0.8070076973542122	0.19299230264578676	6.281410450404835E-4	0.10041983567619503	0.3010996079169914	0.020895969156707047	0.09093945567002083	0.3148500857677878	0.2993634170445023	0.17964774956732246	0.19373050632675967	0.3272583270614156
2577000	-50178.82134430929	-50433.4023955492	254.58105123990782	-50433.4023955492	1.2200600840137088	61.72182030351833	0	6	83	72	0	1.1152230390744824	1.2929522073783575	0.0	3.052902525816268E-4	0.0	0.0021699003583342197	49.64175890486127	49.64175890486127	0.008673142513430078	5.523858438838798E-4	0.8070076973542122	0.19299230264578676	5.560008767213094E-4	0.10041983567619503	0.3820646531855762	0.03695516590336762	0.09093945567002083	0.3094214190013392	0.2993634170445023	0.17964774956732246	0.19373050632675967	0.3272583270614156
2578000	-50137.54259735064	-50430.186041035544	292.6434436849018	-50430.186041035544	1.0101137949673349	46.087875373353114	0	6	83	72	0	1.1351858746884356	1.307192629772494	0.0	3.414998273533507E-4	0.0	0.0015105202132120574	54.92874699155342	54.92874699155342	0.004812315306396225	9.903157197270194E-4	0.8070076973542122	0.19299230264578676	7.489564992249502E-4	0.10041983567619503	0.3742982339439381	0.03695516590336762	0.09093945567002083	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.19373050632675967	0.3272583270614156
2579000	-50155.24113480528	-50431.44167269545	276.2005378901741	-50431.44167269545	1.1277498824299141	51.983809175027005	0	6	83	72	0	1.1098552093366632	1.3164411226447112	0.0	3.480874164896307E-4	0.0	0.0015396584023110258	56.04943332535084	56.04943332535084	0.0047349471526833	2.334272007569068E-4	0.8070076973542122	0.19299230264578676	5.731402930033389E-4	0.09614292148855597	0.3742982339439381	0.037136168566887034	0.09093945567002083	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.19373050632675967	0.3272583270614156
2580000	-50160.98423250808	-50432.22406337623	271.2398308681411	-50432.22406337623	1.174855857501968	52.77061279104102	0	6	83	72	0	1.1344636824123229	1.297888393456908	0.0	2.8181213478454127E-4	0.0	0.003550188249132784	49.323846822303715	49.323846822303715	0.00509228890950938	0.0010449032812237015	0.2866759640358477	0.7133240359641513	6.240614657605186E-4	0.09614292148855597	0.3742982339439381	0.037136168566887034	0.09093945567002083	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.19373050632675967	0.3272583270614156
2581000	-50152.17568169091	-50427.910080433576	275.7343987426646	-50427.910080433576	1.1186046186771177	50.6639200628427	0	6	83	72	0	1.1250705314924379	1.2600915015149472	0.0	2.5320497468823706E-4	0.0	0.003227451351909911	53.38492845893019	53.38492845893019	0.005490602032318925	0.0012541285826219598	0.2866759640358477	0.7133240359641513	6.061238206306316E-4	0.09614292148855597	0.3742982339439381	0.037136168566887034	0.09060457287480689	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.19373050632675967	0.3272583270614156
2582000	-50135.66114844829	-50429.61049195419	293.9493435058976	-50429.61049195419	0.9679976037871781	43.483018928067196	0	6	83	72	0	1.1105381576545696	1.2582885657328982	0.0	4.14064137970901E-4	0.0	0.003737688041861954	54.225896383831355	54.225896383831355	0.00715617903780292	0.0013612841307970394	0.2866759640358477	0.7133240359641513	7.9689806922897E-4	0.09614292148855597	0.3742982339439381	0.037136168566887034	0.09060457287480689	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.18923303856568832	0.33175579482248696
2583000	-50159.03654429491	-50447.769323047716	288.73277875280445	-50447.769323047716	1.0553369954027962	46.15705175258876	0	6	83	72	0	1.1376509010953701	1.2680455596130693	0.0	3.82341569072951E-4	0.0	0.003183704662371895	49.81010664841751	49.81010664841751	0.006340905837390374	6.074142924739265E-4	0.2866759640358477	0.7133240359641513	7.036928660114088E-4	0.09614292148855597	0.3742982339439381	0.037352422943719064	0.07021114748794205	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.18923303856568832	0.33175579482248696
2584000	-50151.86719749403	-50437.20494191796	285.3377444239303	-50437.20494191796	1.0523830065715125	47.93354093938402	0	6	83	72	0	1.1401669706770279	1.2692478571789836	0.0	4.0776420778392914E-4	0.0	0.0033482592676287895	47.7261784489616	47.7261784489616	0.007141783091706932	3.8485555308280696E-4	0.2866759640358477	0.7133240359641513	6.808401793439688E-4	0.10657967582094102	0.3742982339439381	0.037352422943719064	0.07021114748794205	0.31831467377767786	0.2993634170445023	0.17964774956732246	0.18923303856568832	0.33175579482248696
2585000	-50157.302735132194	-50432.30508903262	275.0023539004252	-50432.30508903262	1.098096025793659	50.68232022709038	0	6	83	72	0	1.1101246712523327	1.3084290408730368	0.0	4.3419461474043314E-4	0.0	0.003565286297833972	49.45317660431239	49.45317660431239	0.003041925010704153	8.796965462044531E-4	0.43274793386036514	0.5672520661396339	6.602537150328364E-4	0.10657967582094102	0.3742982339439381	0.037352422943719064	0.07021114748794205	0.31831467377767786	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2586000	-50157.43173082377	-50435.57636463373	278.14463380995295	-50435.57636463373	1.0725769712720248	50.496877869418896	0	6	83	72	0	1.1431319247673182	1.3463958427658325	0.0	3.8695860209341995E-4	0.0	0.0036422271099298274	45.82057371924061	45.82057371924061	0.003148870562988926	8.457153675556828E-4	0.43274793386036514	0.5672520661396339	6.433603946021876E-4	0.10657967582094102	0.4088551361482583	0.037352422943719064	0.07021114748794205	0.29944302862905	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2587000	-50150.84710931581	-50440.05655562137	289.20944630556176	-50440.05655562137	1.0218150116741682	46.74477056012682	0	6	83	72	0	1.1454423858226481	1.2834365639364744	0.0	3.586304945363882E-4	0.0	0.0027096575531412614	49.13744765556855	49.13744765556855	0.003331445466897526	9.246161968619696E-4	0.43274793386036514	0.5672520661396339	6.696973875665127E-4	0.10657967582094102	0.4088551361482583	0.037352422943719064	0.07021114748794205	0.29944302862905	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2588000	-50145.35878881604	-50441.61830981715	296.2595210011105	-50441.61830981715	1.0035548380160344	45.90300950777216	0	6	83	72	0	1.1078955360583915	1.2759092428205898	0.0	3.53919720177047E-4	0.0	0.002319988692333858	59.62063172821688	59.62063172821688	0.0043383052439068155	1.522292715138861E-4	0.43274793386036514	0.5672520661396339	7.243517099324215E-4	0.10657967582094102	0.4088551361482583	0.040243252069229414	0.07021114748794205	0.29944302862905	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2589000	-50147.880144894196	-50438.56604665218	290.6859017579834	-50438.56604665218	1.030897618449042	46.388184984275284	0	6	83	72	0	1.1207802161377682	1.2798172732343822	0.0	4.076309160549307E-4	0.0	0.0024243657978757953	57.813424180615	57.813424180615	0.004538758280422078	7.705961993967493E-4	0.43274793386036514	0.5672520661396339	7.297912554744724E-4	0.08470272051029529	0.4088551361482583	0.040243252069229414	0.07021114748794205	0.29944302862905	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2590000	-50166.376356334615	-50441.42229140173	275.04593506711313	-50441.42229140173	1.1300887045324568	51.493115298389725	0	6	83	72	0	1.121121705947966	1.3146926644284453	0.0	3.2145959147411373E-4	0.0	0.0027856342342764302	50.90989299131008	50.90989299131008	0.004965085173461838	0.0039016216504381925	0.8825180747973461	0.11748192520265288	6.253334076035316E-4	0.08470272051029529	0.4088551361482583	0.03207870067272047	0.07021114748794205	0.29944302862905	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2591000	-50149.291889575594	-50435.25065688309	285.95876730749524	-50435.25065688309	1.0387482233726821	48.94561830449842	0	6	83	72	0	1.1320298741412305	1.3266074609342904	0.0	2.1035949199377552E-4	0.0	0.0015427261571723662	56.95826690370986	56.95826690370986	0.006332985881858854	0.00333042070553944	0.8825180747973461	0.11748192520265288	6.399378031128441E-4	0.10033575975602108	0.4088551361482583	0.03207870067272047	0.07021114748794205	0.29944302862905	0.2993634170445023	0.17891042303378832	0.18923303856568832	0.3324931213560211
2592000	-50157.598413975225	-50437.31230549004	279.7138915148191	-50437.31230549004	1.0798281073819815	49.83341504085281	0	7	84	71	0	1.1143138944205162	1.258842156188861	0.0	1.5423414788315117E-4	0.0	0.0016858405683080888	58.31589786376754	58.31589786376754	0.006232544470975221	0.001933526246069623	0.8825180747973461	0.11748192520265288	6.766151442676432E-4	0.10033575975602108	0.3698514653522752	0.03207870067272047	0.07021114748794205	0.29944302862905	0.3030524879946028	0.17891042303378832	0.18923303856568832	0.3288040504059206
2593000	-50163.95144283336	-50437.78077366896	273.8293308355981	-50437.78077366896	1.1402769161913864	53.854197017237084	0	7	84	71	0	1.1066165021725993	1.2640416708850712	0.0	1.9327264081351047E-4	0.0	0.0019633605120047857	57.33414807561625	57.33414807561625	0.006767564922710066	0.002304043222409637	0.8825180747973461	0.11748192520265288	6.300034615445377E-4	0.08797009929004615	0.3698514653522752	0.03207870067272047	0.07021114748794205	0.29944302862905	0.2971549822755012	0.17891042303378832	0.19513054428478996	0.3288040504059206
2594000	-50148.89055919902	-50437.62088172208	288.730322523061	-50437.62088172208	1.0604923824198516	48.53826631680931	0	7	84	71	0	1.1421792446578283	1.3646928144582022	0.0	2.3950790911495985E-4	0.0	0.0021047698263080986	50.83732454622499	50.83732454622499	0.006794970711871199	8.372928247880539E-4	0.8825180747973461	0.11748192520265288	6.936456671455481E-4	0.08797009929004615	0.3698514653522752	0.024170663441295336	0.07021114748794205	0.29944302862905	0.2971549822755012	0.17891042303378832	0.19513054428478996	0.3288040504059206
2595000	-50148.475250860094	-50431.92375176367	283.4485009035753	-50431.92375176367	1.039507983029785	50.27525624294754	0	7	84	71	0	1.1043219562317979	1.2543690657191406	0.0	1.7665555080962294E-4	0.0	0.0015706520664680093	61.9888065294914	61.9888065294914	0.010020189629636186	4.971466771801893E-4	0.8825180747973461	0.11748192520265288	6.619129960933407E-4	0.08797009929004615	0.37299011517794073	0.024170663441295336	0.07021114748794205	0.29944302862905	0.2971549822755012	0.17891042303378832	0.19513054428478996	0.3288040504059206
2596000	-50146.98364522789	-50427.364703165294	280.3810579374006	-50427.364703165294	1.0691285222195095	51.66174872142675	0	7	84	71	0	1.1136019449883814	1.352399654068771	0.0	2.042328550861862E-4	0.0	0.001700694329493859	56.66329581672987	56.66329581672987	0.005107940547973225	1.2272139726896404E-4	0.8825180747973461	0.11748192520265288	6.668790268578513E-4	0.08797009929004615	0.37299011517794073	0.024170663441295336	0.07021114748794205	0.29944302862905	0.2971549822755012	0.17891042303378832	0.19513054428478996	0.3288040504059206
2597000	-50167.57534589596	-50435.59883902293	268.0234931269706	-50435.59883902293	1.182676368890064	59.16221791915202	0	7	84	71	0	1.1113001809074268	1.317942009350802	0.0	1.6330584357599073E-4	0.0	0.0011734797993979854	52.86133888443456	52.86133888443456	0.0047596798637313375	5.813556684458834E-4	0.9808067803574465	0.01919321964255255	5.425690470510565E-4	0.08797009929004615	0.37094546475767776	0.024170663441295336	0.07021114748794205	0.29944302862905	0.2971549822755012	0.17891042303378832	0.19513054428478996	0.3288040504059206
2598000	-50185.45640769178	-50431.764969040596	246.30856134881637	-50431.764969040596	1.3017149438855546	67.27251460437155	0	7	84	71	0	1.1262901679616546	1.2864928686352277	0.0	1.4369971663488138E-4	0.0	0.0012301282375415698	48.98018567932921	48.98018567932921	0.0031634964297943768	0.0015242763888716562	0.9808067803574465	0.01919321964255255	4.6754929049803805E-4	0.08797009929004615	0.27589477849061844	0.024170663441295336	0.07021114748794205	0.29944302862905	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2599000	-50173.32611488844	-50427.22217966985	253.89606478140985	-50427.22217966985	1.253990306362065	64.30715716627337	0	7	84	71	0	1.1038959066138494	1.244029734265046	0.0	1.647604401404084E-4	0.0	0.001299893711272925	55.47495485346944	55.47495485346944	0.004052230300571137	9.4683383264382E-4	0.9808067803574465	0.01919321964255255	5.06239359144228E-4	0.08797009929004615	0.27589477849061844	0.024170663441295336	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2600000	-50178.36468118829	-50435.576306167306	257.21162497901094	-50435.576306167306	1.2128895760783935	62.33282396146311	0	7	84	71	0	1.125667824198456	1.3049682241924017	0.0	1.8410004466582733E-4	0.0	9.415503924462014E-4	49.733870142109424	49.733870142109424	0.004295839963382892	3.9182166210022186E-4	0.14394391603434598	0.856056083965653	5.119825685910148E-4	0.08797009929004615	0.27589477849061844	0.024170663441295336	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2601000	-50182.99497138384	-50442.15436615495	259.1593947711073	-50442.15436615495	1.2513937602405003	64.62013153472014	0	7	84	71	0	1.126550940763447	1.3183412366572669	0.0	1.2639924419293507E-4	0.0	0.0012728732909179513	49.39686880577667	49.39686880577667	0.0037898697765708657	0.001144542500590047	0.14394391603434598	0.856056083965653	4.8755828661616865E-4	0.08797009929004615	0.27589477849061844	0.024170663441295336	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2602000	-50164.60195203205	-50442.38147646533	277.77952443327945	-50442.38147646533	1.1065669488276497	56.11535486979377	0	7	84	71	0	1.1438658014285548	1.329757853223111	0.0	1.0746934266522628E-4	0.0	0.001129113482404155	52.37720006565827	52.37720006565827	0.004079856581483412	0.0012321186555504526	0.14394391603434598	0.856056083965653	5.793883677436864E-4	0.08797009929004615	0.27589477849061844	0.024577831907742775	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2603000	-50178.062377325	-50445.09764312598	267.0352658009829	-50445.09764312598	1.2257112991220867	62.43841545744513	0	7	84	71	0	1.1334327142639748	1.3583132714645199	0.0	1.486151610693272E-4	0.0	0.001144381730985276	48.00928891927181	48.00928891927181	0.0037401728444394684	8.990654310557734E-4	0.14394391603434598	0.856056083965653	5.342254544073762E-4	0.08797009929004615	0.27589477849061844	0.024577831907742775	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2604000	-50174.34230799031	-50445.271368081354	270.9290600910434	-50445.271368081354	1.1899674055436347	62.562912484563725	0	7	84	71	0	1.129704322354545	1.335961848615881	0.0	1.0584080670632986E-4	0.0	0.001005854187827621	52.45385161105049	52.45385161105049	0.004010070779190338	5.000727611468622E-4	0.14394391603434598	0.856056083965653	5.073410149785219E-4	0.08797009929004615	0.27589477849061844	0.024577831907742775	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2605000	-50171.983545642295	-50447.62254836088	275.63900271858597	-50447.62254836088	1.1714748178437706	61.07198244489307	0	7	84	71	0	1.1160133419016813	1.2979853789012463	0.0	1.2760946097700054E-4	0.0	9.810394113528545E-4	56.20225576410116	56.20225576410116	0.002658556233775039	4.161629780253799E-4	0.14394391603434598	0.856056083965653	5.509519427976627E-4	0.08797009929004615	0.26927028724188323	0.024577831907742775	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2606000	-50154.013072419904	-50433.56085346293	279.54778104302113	-50433.56085346293	1.0893332448883826	56.7412444734112	0	7	84	71	0	1.1319781088797851	1.3043944036297763	0.0	8.473711548051363E-5	0.0	6.159233189771145E-4	59.62240960963753	59.62240960963753	0.004272618651409122	1.268799286892453E-4	0.14394391603434598	0.856056083965653	5.668889428781769E-4	0.08797009929004615	0.26927028724188323	0.04360702246370791	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2607000	-50151.870135186844	-50428.05425808868	276.18412290184165	-50428.05425808868	1.125273619671797	58.227604849868825	0	7	84	71	0	1.1353253458001018	1.339419570981519	0.0	6.903674478882167E-5	0.0	5.118177727435505E-4	59.110773472949084	59.110773472949084	0.0023199013338543835	2.4334851642470598E-4	0.14394391603434598	0.856056083965653	5.703994760621553E-4	0.08797009929004615	0.26927028724188323	0.04360702246370791	0.07021114748794205	0.3025401118130989	0.30096431754832664	0.17891042303378832	0.19132120901196453	0.3288040504059206
2608000	-50171.35078710501	-50438.04694412575	266.69615702074367	-50438.04694412575	1.2238318388157845	64.49765521702295	0	7	84	71	0	1.1315496725979233	1.3282524396403097	0.0	6.749806324657857E-5	0.0	6.389465807382172E-4	54.98353636736253	54.98353636736253	0.002521962248051992	1.3417176141459905E-4	0.14394391603434598	0.856056083965653	5.063485514376498E-4	0.07697676024124904	0.26927028724188323	0.04360702246370791	0.07021114748794205	0.3025401118130989	0.29889205652886186	0.17891042303378832	0.19339347003142934	0.3288040504059206
2609000	-50171.474221207434	-50437.192126302405	265.7179050949738	-50437.192126302405	1.1862096831048465	61.689141872359514	0	7	84	71	0	1.1368281924288979	1.3002643299194911	0.0	1.1000464484140381E-4	0.0	0.0011914611470088146	53.0781650262459	53.0781650262459	0.003957620658799329	4.0927031493959767E-5	0.14394391603434598	0.856056083965653	5.23394864061523E-4	0.08196243216928413	0.26927028724188323	0.04360702246370791	0.07021114748794205	0.28737861786364133	0.29889205652886186	0.17891042303378832	0.19339347003142934	0.3288040504059206
