Sample	posterior	likelihood	prior	treeLikelihood.hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	treeHeight.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	treeLength.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Absent_to_Present	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Present_to_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned.count_Present	rootTypeLogger.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	R0.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	R0.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned3	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned4	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	clockRate.c:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateAC.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateAG.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateAT.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateCG.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	rateGT.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned1	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned2	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned3	freqParameter.s:hcov_USA_post2020-09-01_EMSI_ORF9_TRS-3_subsampled_aligned4
1219000	-50199.66738520763	-50428.824922599175	229.15753739154832	-50428.824922599175	1.5397656766213057	70.77569875342485	0	7	84	71	0	1.1280153439109128	1.3310628768427502	0.0	2.2087051695556857E-4	0.0	0.0012251869507282455	42.35181805917471	42.35181805917471	0.006949505099219706	9.6999505773109E-4	0.9100289913463233	0.08997100865367647	4.8378186286427197E-4	0.10090791267193468	0.28761203153003306	0.03795239426295185	0.059251400531314696	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19212378212297718	0.3296248456666948
1220000	-50187.99371530898	-50431.21207497458	243.21835966560084	-50431.21207497458	1.484487440230056	66.70263035240929	0	7	84	71	0	1.0981589298681171	1.3473186049507233	0.0	3.561908408406537E-4	0.0	8.837389812911687E-4	47.97066391366791	47.97066391366791	0.007162600772353289	9.997384346784159E-4	0.9100289913463233	0.08997100865367647	4.5510887819691365E-4	0.10090791267193468	0.28761203153003306	0.029214068507329237	0.059251400531314696	0.287536115619326	0.30188907666915404	0.17636229554117414	0.18982525895173727	0.3319233688379347
1221000	-50174.84374601564	-50430.06444339445	255.22069737880554	-50430.06444339445	1.410696306829737	63.56846091694717	0	7	84	71	0	1.0866839232685939	1.329722939215512	0.0	2.9002352037368813E-4	0.0	8.244744454198666E-4	53.17876050761301	53.17876050761301	0.007650009693628148	0.0011519795067372219	0.9100289913463233	0.08997100865367647	5.159529954645627E-4	0.10090791267193468	0.28761203153003306	0.029214068507329237	0.059251400531314696	0.287536115619326	0.30188907666915404	0.17636229554117414	0.18982525895173727	0.3319233688379347
1222000	-50189.6876480235	-50434.93822542848	245.25057740498033	-50434.93822542848	1.5060994221640778	67.39505394433348	0	7	84	71	0	1.0782056128184052	1.3194770000079465	0.0	2.7138680733440623E-4	0.0	7.134347450701077E-4	55.002444490226814	55.002444490226814	0.006967093568195841	8.076684452186455E-4	0.9100289913463233	0.08997100865367647	4.6809404011713055E-4	0.10090791267193468	0.28761203153003306	0.029214068507329237	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1223000	-50206.821808345136	-50439.43625295457	232.61444460942994	-50439.43625295457	1.5793008000524758	73.86640234127454	0	7	84	71	0	1.0844390667390613	1.2990943348561075	0.0	2.4048653136656247E-4	0.0	6.501852053481702E-4	52.831207281966606	52.831207281966606	0.0065311549493886414	7.007124990587575E-4	0.9100289913463233	0.08997100865367647	4.5342538331030524E-4	0.10090791267193468	0.28761203153003306	0.029214068507329237	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1224000	-50190.48435851909	-50429.04996506058	238.56560654148467	-50429.04996506058	1.4981725377733672	69.44715218237212	0	7	84	71	0	1.07148584765011	1.3130184433967682	0.0	2.773890721876915E-4	0.0	4.2805138510407047E-4	55.93845775672825	55.93845775672825	0.005952167114738193	4.3210488528707097E-4	0.9100289913463233	0.08997100865367647	4.41192280229879E-4	0.10090791267193468	0.28761203153003306	0.023131544538671587	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1225000	-50189.15327239003	-50426.53573606114	237.38246367110364	-50426.53573606114	1.537769308585702	71.73769165523278	0	7	84	71	0	1.0912330859977415	1.3220165889065623	0.0	2.3899845796745075E-4	0.0	6.593793030668688E-4	51.97420688709036	51.97420688709036	0.005977124455657523	0.0012572478920612625	0.9100289913463233	0.08997100865367647	4.642321156468032E-4	0.0970575978067231	0.28761203153003306	0.023131544538671587	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1226000	-50190.66635377823	-50425.132287775115	234.46593399688857	-50425.132287775115	1.6562063918150425	71.79278758885171	0	7	84	71	0	1.0925071100605503	1.3016278385397886	0.0	2.6875773959459146E-4	0.0	7.519766505101562E-4	49.841847516040914	49.841847516040914	0.005880394572430262	6.611503939607525E-4	0.9100289913463233	0.08997100865367647	4.4289943262526126E-4	0.0970575978067231	0.28761203153003306	0.023131544538671587	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1227000	-50209.27178542553	-50430.5425145157	221.27072909016803	-50430.5425145157	1.7944155367287367	77.3705846345605	0	7	84	71	0	1.0821473865483342	1.3001619733070495	0.0	2.522550983545224E-4	0.0	8.666117811935635E-4	49.11257999352246	49.11257999352246	0.006233180229888335	0.0012699082479328326	0.9100289913463233	0.08997100865367647	4.261984101589642E-4	0.0970575978067231	0.3638013249369381	0.027729040627828456	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1228000	-50196.39097135105	-50437.718326880815	241.32735552976035	-50437.718326880815	1.4948449280609528	69.24436261102585	0	7	84	71	0	1.0932781960466524	1.3308376737684724	0.0	2.4517549119127037E-4	0.0	8.796186505454478E-4	48.53778985351353	48.53778985351353	0.0074076113996011436	6.976756959673773E-4	0.9100289913463233	0.08997100865367647	4.711988892785447E-4	0.0970575978067231	0.3638013249369381	0.023597902188002427	0.05935460873958294	0.287536115619326	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1229000	-50188.0482172259	-50433.957160851605	245.90894362570816	-50433.957160851605	1.4536633537570633	67.14544485854458	0	7	84	71	0	1.0860118902566418	1.3040231329989775	0.0	2.5687143374625754E-4	0.0	7.346818809262492E-4	52.769064640542425	52.769064640542425	0.003727412464725724	0.0016959044440556386	0.9100289913463233	0.08997100865367647	4.776628203690899E-4	0.0970575978067231	0.34257646179697465	0.023597902188002427	0.05935460873958294	0.27019810645260617	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1230000	-50205.10065798689	-50437.07991413594	231.97925614904648	-50437.07991413594	1.5181005394632647	73.24508767185918	0	7	84	71	0	1.0769585987687282	1.2956670240424804	0.0	2.3824885052931003E-4	0.0	4.1461087390975103E-4	58.02170485734489	58.02170485734489	0.0038135931158162833	0.0016837729362116705	0.9100289913463233	0.08997100865367647	4.649778523359818E-4	0.0970575978067231	0.34287439960523347	0.023597902188002427	0.05935460873958294	0.27019810645260617	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1231000	-50203.59848964346	-50438.399334622314	234.80084497885753	-50438.399334622314	1.5233362972003615	70.7948343864426	0	7	84	71	0	1.0880122394486083	1.2886204772498173	0.0	1.3672589845577785E-4	0.0	4.8283817168230306E-4	56.38824143899979	56.38824143899979	0.005274450607818753	0.0021172805736758616	0.46381209001873747	0.5361879099812623	4.434442570513082E-4	0.0970575978067231	0.34287439960523347	0.023597902188002427	0.06426942560559022	0.33320737335452366	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1232000	-50198.181472496864	-50430.357587927436	232.17611543056907	-50430.357587927436	1.5942736646752356	71.73078895773308	0	7	84	71	0	1.0908869411708835	1.2794674547303322	0.0	1.4160589374242796E-4	0.0	6.309023667034962E-4	55.12348099331908	55.12348099331908	0.005021313894783175	0.0013129026529404072	0.8094505916215919	0.19054940837840784	4.572650651294704E-4	0.0970575978067231	0.34287439960523347	0.023597902188002427	0.06426942560559022	0.33320737335452366	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1233000	-50206.05548934656	-50432.125000200045	226.06951085348263	-50432.125000200045	1.65300916012918	75.22736436910341	0	7	84	71	0	1.1066328620648977	1.3407663464406148	0.0	1.5839361527540061E-4	0.0	7.280219089092257E-4	46.470860222188506	46.470860222188506	0.004527856472464546	3.62800297836545E-4	0.8094505916215919	0.19054940837840784	4.320042923084731E-4	0.0970575978067231	0.3007025492539054	0.023597902188002427	0.06426942560559022	0.33320737335452366	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1234000	-50205.95154610838	-50438.7945238515	232.84297774312643	-50438.7945238515	1.552742715017342	70.54130007551312	0	7	84	71	0	1.0944938686546517	1.304319666420865	0.0	2.3861706492225623E-4	0.0	7.527846806802748E-4	48.18635844197241	48.18635844197241	0.003597174652377615	6.822875251509991E-4	0.8094505916215919	0.19054940837840784	4.583524354982829E-4	0.0970575978067231	0.3007025492539054	0.023597902188002427	0.06426942560559022	0.33320737335452366	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1235000	-50215.36119859187	-50448.660312172	233.29911358013564	-50448.660312172	1.5882596429309221	73.47467701099532	0	7	84	71	0	1.0920155548713077	1.3030909206080574	0.0	1.88369869704551E-4	0.0	5.777841420484463E-4	51.93016479891628	51.93016479891628	0.006226857538551705	3.959303120284556E-4	0.8094505916215919	0.19054940837840784	4.6879201343928874E-4	0.0970575978067231	0.3007025492539054	0.023597902188002427	0.04180003231690397	0.33320737335452366	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1236000	-50224.70833820369	-50452.91996340543	228.21162520174292	-50452.91996340543	1.6025664629477745	76.12339861688221	0	7	84	71	0	1.0875824377772707	1.3505835238537673	0.0	2.5168183433883144E-4	0.0	3.387823918272377E-4	50.14328297860857	50.14328297860857	0.004550827038086925	6.518291982118522E-4	0.83710272323905	0.16289727676094976	4.453843272436917E-4	0.0970575978067231	0.3007025492539054	0.023597902188002427	0.04180003231690397	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1237000	-50203.51381552941	-50443.68494068049	240.171125151078	-50443.68494068049	1.5041987180201872	70.61369152636814	0	7	84	71	0	1.0935291781916658	1.3692784329889773	0.0	2.1534161323382393E-4	0.0	3.5394982477627884E-4	49.39225133548281	49.39225133548281	0.003661874947510993	1.7767627072128262E-4	0.83710272323905	0.16289727676094976	4.538174522667964E-4	0.0970575978067231	0.3007025492539054	0.023597902188002427	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1238000	-50186.95093499856	-50437.07127504693	250.1203400483713	-50437.07127504693	1.5090520746929852	68.3371210583938	0	7	84	71	0	1.0888107413439745	1.3645632576616669	0.0	2.521467374473615E-4	0.0	3.834751603596823E-4	52.36749614418685	52.36749614418685	0.002809187903010511	2.680716154217932E-4	0.83710272323905	0.16289727676094976	4.983221362922574E-4	0.0970575978067231	0.3007025492539054	0.047543972627632054	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1239000	-50185.44646684318	-50435.84367256405	250.39720572086915	-50435.84367256405	1.452318760397488	67.96493734317954	0	7	84	71	0	1.0926019829071452	1.3365668837812048	0.0	3.950710851301406E-4	0.0	6.869810807945004E-4	48.59785900695912	48.59785900695912	0.003686097834604068	7.749810409768975E-4	0.83710272323905	0.16289727676094976	4.872061537800992E-4	0.0970575978067231	0.34380370327138005	0.047543972627632054	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1240000	-50178.285042271695	-50435.50414126854	257.2190989968445	-50435.50414126854	1.472353363897601	65.25152681219863	0	7	84	71	0	1.101138135769372	1.3141940191597523	0.0	1.873883988554378E-4	0.0	5.676831872317383E-4	52.63086503564387	52.63086503564387	0.005862585304406617	2.523249129291927E-4	0.83710272323905	0.16289727676094976	5.278286468258062E-4	0.0970575978067231	0.34380370327138005	0.025079249367454422	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1241000	-50184.71829628879	-50429.45354101346	244.7352447246752	-50429.45354101346	1.5309700164923754	70.00406602615887	0	7	84	71	0	1.1018446958052328	1.329224886251309	0.0	2.41203954458834E-4	0.0	5.815974986676809E-4	49.57530814262424	49.57530814262424	0.005507230956692293	2.9611547040937997E-4	0.83710272323905	0.16289727676094976	4.5389108554521094E-4	0.0970575978067231	0.34380370327138005	0.025079249367454422	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1242000	-50193.15953210459	-50433.39816936701	240.23863726241868	-50433.39816936701	1.482503744466606	70.13157836826919	0	7	84	71	0	1.1041377639347667	1.2564971946729995	0.0	1.8345540564329558E-4	0.0	8.667075595180161E-4	52.36250138355796	52.36250138355796	0.006046642673889889	0.0016186831755331396	0.83710272323905	0.16289727676094976	4.71001309542624E-4	0.0970575978067231	0.34380370327138005	0.025079249367454422	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1243000	-50210.938918154236	-50438.28243637104	227.3435182167997	-50438.28243637104	1.5940706021762763	76.75058626108023	0	7	84	71	0	1.0960498738226665	1.335241707303295	0.0	2.1774998153966746E-4	0.0	3.0395967315507895E-4	48.91091942763017	48.91091942763017	0.005886370214739468	5.236165329646861E-4	0.878912791187996	0.12108720881200367	4.2499037723405035E-4	0.0970575978067231	0.34380370327138005	0.025079249367454422	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.19856168120649523	0.32318694658317676
1244000	-50211.33727937586	-50441.198545085135	229.86126570927772	-50441.198545085135	1.5292097436683	74.79300645506332	0	7	84	71	0	1.0950362289244486	1.324647494760074	0.0	1.437721905223945E-4	0.0	3.0779298314735935E-4	55.180790260673746	55.180790260673746	0.00561512606508429	8.243309194670703E-4	0.878912791187996	0.12108720881200367	4.6223428801370556E-4	0.0970575978067231	0.34380370327138005	0.025079249367454422	0.0908080025183768	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1245000	-50210.395439445805	-50433.25641171766	222.86097227185294	-50433.25641171766	1.576615029587491	77.13565461369774	0	7	84	71	0	1.0817399610614342	1.2968813070094563	0.0	1.315869430210149E-4	0.0	3.1786711206055815E-4	55.73277935947782	55.73277935947782	0.004321153755323986	3.683537456435861E-4	0.878912791187996	0.12108720881200367	4.220955289930297E-4	0.0970575978067231	0.34380370327138005	0.042453545095236515	0.05494368261782628	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1246000	-50216.16083710934	-50436.53734049635	220.3765033870046	-50436.53734049635	1.556914439069736	78.34784451787024	0	7	84	71	0	1.0739122360225228	1.2620730959892505	0.0	1.660385020184578E-4	0.0	3.338860685990019E-4	58.15198152467993	58.15198152467993	0.0024647582941005187	0.0010690016874399155	0.878912791187996	0.12108720881200367	4.1586355715784095E-4	0.0970575978067231	0.3428049340239945	0.039223914964058935	0.12605057456807547	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1247000	-50225.0476453164	-50437.47333353617	212.4256882197696	-50437.47333353617	1.6561424143720402	80.70420955013728	0	7	84	71	0	1.0949710996052264	1.229958384307206	0.0	1.4049475756933464E-4	0.0	6.788204498726967E-4	52.873419174154485	52.873419174154485	0.0023546544317779197	9.613168708582346E-4	0.878912791187996	0.12108720881200367	4.2270870418026764E-4	0.0970575978067231	0.3428049340239945	0.030832798289185802	0.12605057456807547	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1248000	-50210.83293610045	-50436.29344625793	225.46051015747548	-50436.29344625793	1.5660968667744872	78.98113443452911	0	7	84	71	0	1.1002388494984716	1.3293176884944198	0.0	1.420144221421296E-4	0.0	4.5566957428725937E-4	49.979350519716284	49.979350519716284	0.004945793061549535	0.0010174179493629798	0.878912791187996	0.12108720881200367	4.352328794857166E-4	0.0970575978067231	0.3428049340239945	0.030832798289185802	0.06963006282975445	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1249000	-50205.04640846018	-50434.673043866664	229.6266354064854	-50434.673043866664	1.5547852351203038	78.45328600438432	0	7	84	71	0	1.090834549256648	1.2899782784890128	0.0	1.3438851417198539E-4	0.0	4.312009732403057E-4	55.065697569698706	55.065697569698706	0.00501679759447835	0.0020855295309578996	0.878912791187996	0.12108720881200367	4.2500125558653234E-4	0.0970575978067231	0.2835168664356836	0.030832798289185802	0.06963006282975445	0.33376206000995023	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1250000	-50215.21780874546	-50438.27371814778	223.05590940232258	-50438.27371814778	1.6148814745428464	78.37569444751816	0	7	84	71	0	1.081090639914683	1.297500395354742	0.0	1.928949074575068E-4	0.0	3.537437673420162E-4	52.186799590155395	52.186799590155395	0.0036715449003626274	0.001536014904439866	0.878912791187996	0.12108720881200367	4.3067979959583285E-4	0.0970575978067231	0.2835168664356836	0.030832798289185802	0.06963006282975445	0.278280080240419	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1251000	-50189.3186130688	-50433.48302238995	244.16440932115023	-50433.48302238995	1.4181619912681662	67.18164460644873	0	7	84	71	0	1.0793245383613834	1.3107747041700755	0.0	1.7921625557688892E-4	0.0	3.003317504807245E-4	57.8379416827057	57.8379416827057	0.003020594162963452	6.241374066043328E-4	0.878912791187996	0.12108720881200367	4.6630946395433034E-4	0.0970575978067231	0.2835168664356836	0.030832798289185802	0.06963006282975445	0.278280080240419	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1252000	-50196.2238462519	-50439.21371670109	242.98987044918857	-50439.21371670109	1.4746127820082957	69.90303738734659	0	7	84	71	0	1.093699276287953	1.3292460017046057	0.0	1.824255215759623E-4	0.0	3.1223153425445806E-4	54.86223982401554	54.86223982401554	0.003695300273549315	0.0012197295507997874	0.878912791187996	0.12108720881200367	4.8258174705806476E-4	0.08565031581853286	0.2835168664356836	0.030832798289185802	0.08223585424083812	0.278280080240419	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1253000	-50204.43342196055	-50430.72242900049	226.2890070399388	-50430.72242900049	1.6098388790769127	74.73918758499457	0	7	84	71	0	1.096551414446542	1.2882406174145735	0.0	1.1551280647705697E-4	0.0	5.389243722507868E-4	54.69417058147966	54.69417058147966	0.006227261828757367	0.0013559337744263027	0.6840966141770284	0.3159033858229713	4.2455665455870957E-4	0.08565031581853286	0.2547726609989758	0.02959641365166148	0.08223585424083812	0.278280080240419	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1254000	-50187.94895970479	-50435.34439174701	247.39543204221727	-50435.34439174701	1.4155301032981698	61.51734496133919	0	7	84	71	0	1.0966994258891802	1.2820804931553975	0.0	1.7389509199585316E-4	0.0	0.0010241696633239556	55.71472618004515	55.71472618004515	0.006857206429573591	0.0014930989015323616	0.11770106063529462	0.882298939364705	5.107006634574694E-4	0.08565031581853286	0.2547726609989758	0.036094984797015874	0.0815293640877173	0.278280080240419	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1255000	-50193.43837850611	-50428.076958114165	234.6385796080602	-50428.076958114165	1.4813773117422395	66.16551902795008	0	7	84	71	0	1.1000847755802665	1.24181358791774	0.0	2.7830259279415834E-4	0.0	0.0010672200959872865	55.02882860167439	55.02882860167439	0.006382059924395137	0.002861423437285112	0.8142700590742848	0.18572994092571482	4.7775641333601507E-4	0.08565031581853286	0.31601651206379616	0.036094984797015874	0.0815293640877173	0.2945169053756637	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1256000	-50191.70649240121	-50433.94037412575	242.2338817245411	-50433.94037412575	1.4462002543458818	61.52383972572791	0	7	84	71	0	1.0956512740128317	1.2176080848157003	0.0	2.5939178172987943E-4	0.0	0.0012255449921331342	56.9655471444142	56.9655471444142	0.007668395551551273	0.005184887325017684	0.8142700590742848	0.18572994092571482	5.126927159301742E-4	0.08565031581853286	0.31601651206379616	0.036094984797015874	0.0815293640877173	0.2945169053756637	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1257000	-50188.49618306795	-50432.788186054335	244.2920029863797	-50432.788186054335	1.5509671826903473	62.78160022285108	0	7	84	71	0	1.1147691115297556	1.3132596681065614	0.0	1.799051049451559E-4	0.0	0.0010110879350252878	51.805092924595186	51.805092924595186	0.0024440075467480355	0.005216103750374468	0.8142700590742848	0.18572994092571482	5.305145868084847E-4	0.08565031581853286	0.31601651206379616	0.036094984797015874	0.0815293640877173	0.2945169053756637	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1258000	-50163.11224028273	-50423.819894888045	260.70765460531595	-50423.819894888045	1.2862666720979306	55.54210147399182	0	7	84	71	0	1.1447928226568347	1.4045734809030181	0.0	1.7943595459548402E-4	0.0	4.61440228484723E-4	49.78311501436316	49.78311501436316	0.008684515860669968	0.003975813339544826	0.8142700590742848	0.18572994092571482	5.848617451711011E-4	0.09336836015939357	0.29785607077592424	0.036094984797015874	0.05289308463764686	0.2945169053756637	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1259000	-50170.10334720501	-50425.39226342387	255.28891621885697	-50425.39226342387	1.4684739652578858	62.1552870578404	0	7	84	71	0	1.1183514559315155	1.3348334201750478	0.0	1.835694698317924E-4	0.0	7.587244679509528E-4	51.54819033819099	51.54819033819099	0.0027166679810879677	0.0036382216895163534	0.8142700590742848	0.18572994092571482	5.523662561102962E-4	0.09336836015939357	0.29785607077592424	0.036094984797015874	0.08253416540118823	0.2945169053756637	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1260000	-50163.76961432515	-50424.23968319069	260.4700688655359	-50424.23968319069	1.338061612936732	58.181337566169056	0	7	84	71	0	1.1209572647620158	1.302117702841375	0.0	1.931216469334289E-4	0.0	8.53388399191071E-4	51.76838784518473	51.76838784518473	0.003624698803697222	0.004040297336383643	0.8142700590742848	0.18572994092571482	5.881987988436243E-4	0.0707487396964607	0.29785607077592424	0.036094984797015874	0.08253416540118823	0.2945169053756637	0.30188907666915404	0.17636229554117414	0.18723420892610382	0.33451441886356814
1261000	-50157.975764223185	-50426.16635283592	268.1905886127381	-50426.16635283592	1.263541038516487	56.79769407565696	0	7	84	71	0	1.105030939318022	1.3619399306191622	0.0	3.837292193142926E-4	0.0	7.830133282613988E-4	51.29974321137258	51.29974321137258	0.0034294568536831476	0.0038994194417925304	0.8142700590742848	0.18572994092571482	5.773752895056861E-4	0.0707487396964607	0.29785607077592424	0.036094984797015874	0.08253416540118823	0.2945169053756637	0.30188907666915404	0.17319789092805818	0.19039861353921977	0.33451441886356814
1262000	-50175.16550399065	-50421.67357228753	246.50806829688145	-50421.67357228753	1.3189895751101623	62.51714760222171	0	7	84	71	0	1.101840354099198	1.3246209060717353	0.0	4.6905208948676324E-4	0.0	9.571177258101342E-4	45.60102244113102	45.60102244113102	0.003451192326682663	7.042997581087445E-4	0.8142700590742848	0.18572994092571482	4.903751097105963E-4	0.0845028993974486	0.29785607077592424	0.036094984797015874	0.09495701114521884	0.2945169053756637	0.30188907666915404	0.17319789092805818	0.19039861353921977	0.33451441886356814
1263000	-50168.2536602978	-50426.26838010141	258.0147198036088	-50426.26838010141	1.2909644278478638	58.83136034132401	0	8	85	70	0	1.1070536318446336	1.3591142268833787	0.0	4.4563792807347736E-4	0.0	9.093402839738625E-4	50.03737635644516	50.03737635644516	0.007264629649461841	0.0012909352263959077	0.8142700590742848	0.18572994092571482	5.852446865570246E-4	0.0845028993974486	0.26744585036451946	0.036094984797015874	0.09495701114521884	0.2945169053756637	0.30188907666915404	0.17319789092805818	0.19039861353921977	0.33451441886356814
1264000	-50160.554730431395	-50418.38267749241	257.8279470610133	-50418.38267749241	1.2589172126773858	57.505563658647134	0	7	84	71	0	1.111759562186844	1.295859118244419	0.0	3.1641474832964483E-4	0.0	0.0017625640282062083	51.523277032299255	51.523277032299255	0.00664383097403189	0.0012651403929798083	0.8142700590742848	0.18572994092571482	5.859455176847647E-4	0.0845028993974486	0.29081490600815996	0.036094984797015874	0.09495701114521884	0.2945169053756637	0.30188907666915404	0.17319789092805818	0.19039861353921977	0.33451441886356814
1265000	-50162.3688202866	-50419.14319823438	256.77437794777643	-50419.14319823438	1.2274933148819471	56.85877750754716	0	7	84	71	0	1.1298115315064294	1.4138184860373282	0.0	3.588964554693261E-4	0.0	0.0010197296088507452	45.295617216631356	45.295617216631356	0.007269330664191172	4.693284848175351E-4	0.8142700590742848	0.18572994092571482	5.908077631861851E-4	0.09367009935016926	0.29081490600815996	0.036094984797015874	0.09495701114521884	0.2945169053756637	0.30188907666915404	0.17319789092805818	0.19039861353921977	0.33451441886356814
1266000	-50153.54924098015	-50415.71420170828	262.1649607281313	-50415.71420170828	1.227964805712639	55.89267482629081	0	7	84	71	0	1.0930947834726548	1.3087350200838634	0.0	3.148173326404567E-4	0.0	9.911563592283571E-4	56.063739219575055	56.063739219575055	0.007304361930965504	2.8512972123046247E-4	0.8142700590742848	0.18572994092571482	5.954648740482388E-4	0.09367009935016926	0.2867207165378954	0.04501057789501054	0.09495701114521884	0.28849678789664107	0.30188907666915404	0.17319789092805818	0.19039861353921977	0.33451441886356814
