Sample	posterior	likelihood	prior	treeLikelihood.hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	treeHeight.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	treeLength.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Absent_to_Present	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Present_to_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Present	rootTypeLogger.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	R0.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	R0.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned3	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned4	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	clockRate.c:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned3	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned4	rateAC.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateAG.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateAT.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateCG.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateGT.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	gammaShape.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned
0	-57392.73954334458	-56733.866572006395	-658.8729713381847	-56733.866572006395	1.7686561314373863	16.051609633873582	16	9	32	45	1	2.0	2.0	0.0	8.4E-5	0.0	8.4E-5	52.14	52.14	0.001	0.001	0.5	0.5	8.0E-4	0.25	0.25	0.25	0.25	1.0	1.0	1.0	1.0	1.0	1.0
1000	-52663.371117883464	-52492.90031462802	-170.4708032554386	-52492.90031462802	2.9561233086989627	57.009353798089485	10	17	45	32	0	1.0537755837948073	1.1894211331042437	0.0	1.1468683425105461E-4	0.0	8.747215845778584E-5	52.407536536832104	52.407536536832104	0.0013675675742702703	0.0010880529658932752	0.5138256162346663	0.4861743837653337	7.140001856111716E-4	0.25	0.25	0.25	0.25	1.0	1.0	0.8170538454123529	1.0	1.0	1.0
2000	-51758.557184873214	-51618.77176685715	-139.78541801606582	-51618.77176685715	3.266038310907592	73.0195088415592	7	17	48	29	0	1.049006295616282	1.1592937445666631	0.0	1.1727570534322577E-4	0.0	1.0066221413662655E-4	51.547491244762476	51.547491244762476	0.0018272286065045711	0.001271554661955836	0.5146013385801399	0.48539866141986016	5.113767343957855E-4	0.25	0.25	0.25	0.25	0.9067201108496175	1.0	0.8170538454123529	1.0	1.0	1.0
3000	-50835.79627677726	-50766.95760767766	-68.8386690996023	-50766.95760767766	2.8157542042310837	68.70927097492962	3	17	52	25	0	1.0496175304545114	1.1957006907696663	0.0	1.5538164478698962E-4	0.0	1.1932670544029017E-4	50.78162668332924	50.78162668332924	0.002721072833030592	0.0010950464530524889	0.5146013385801399	0.48539866141986016	4.8417002105490415E-4	0.25801438068016413	0.24198561931983584	0.25	0.25	0.4634497248080754	1.0	0.8170538454123529	1.0	0.560820635035374	1.0
4000	-50359.24190939186	-50289.80052757105	-69.44138182080592	-50289.80052757105	2.876301009290623	72.88870422302085	3	18	53	24	0	1.0525863549589523	1.1990827088931597	0.0	1.4465503658667243E-4	0.0	1.0492487662466813E-4	51.641094204321256	51.641094204321256	0.004357718384114826	0.0016584160011325004	0.46990421455851455	0.5300957854414855	4.167258244137259E-4	0.25801438068016413	0.24198561931983584	0.25	0.25	0.4634497248080754	1.0	0.4818216500645648	0.5854410141986564	0.7996793505259027	1.0
5000	-49821.72471414255	-49722.3676337203	-99.35708042225066	-49722.3676337203	3.128680920097091	82.35052844824584	5	18	51	26	0	1.0326651448894295	1.1762394945258365	0.0	1.5344331677659377E-4	0.0	1.0514350626914043E-4	54.16176015112314	54.16176015112314	0.004677923706648852	0.002325662162072561	0.41876247144870654	0.5812375285512934	3.4653018054734086E-4	0.25801438068016413	0.24198561931983584	0.25	0.25	0.2400270488022779	1.0	0.4818216500645648	0.5854410141986564	0.7236631929333192	1.0
6000	-49292.79448066994	-49237.605968906326	-55.18851176361371	-49237.605968906326	2.916181887842711	78.17675542992103	3	16	51	26	0	1.0483088078567677	1.1951373379702168	0.0	1.6486878735054794E-4	0.0	1.0840781418277034E-4	48.880111616442534	48.880111616442534	0.0054835580712136595	0.003165868505815878	0.3689087182566549	0.631091281743345	3.5640004849286715E-4	0.25801438068016413	0.24198561931983584	0.25	0.25	0.2400270488022779	0.9632793617188412	0.45480581609701326	0.5854410141986564	0.7236631929333192	1.0
7000	-49139.66374444205	-49101.07852833668	-38.5852161053704	-49101.07852833668	3.054019613955707	78.33072042163981	2	14	50	27	0	1.0407256790408377	1.1652476426043563	0.0	1.6325075755648107E-4	0.0	1.14894304682133E-4	51.872404940949586	51.872404940949586	0.005243828065048071	0.003571136120605213	0.46212247006310336	0.5378775299368965	3.2631536518277804E-4	0.25280861071169103	0.24198561931983584	0.25	0.2552057699684731	0.17774361668772312	0.9632793617188412	0.45480581609701326	0.5854410141986564	0.3905078248197733	0.8386350863486829
8000	-48750.19427839701	-48729.51233470625	-20.681943690760143	-48729.51233470625	2.6198579629573793	65.32131227790336	2	13	49	28	0	1.0487252497183266	1.174204355272753	0.0	1.2382902260344502E-4	0.0	1.4014837237924676E-4	53.19952646584014	53.19952646584014	0.005993362840342451	0.0020020972079236423	0.31130855631656973	0.6886914436834302	4.0484291690123624E-4	0.25280861071169103	0.24198561931983584	0.25	0.2552057699684731	0.17774361668772312	0.8280880509919588	0.24690608346075565	0.3832598477521278	0.3905078248197733	0.8386350863486829
9000	-48641.07482050535	-48634.99706097958	-6.077759525774699	-48634.99706097958	2.8724219664810686	69.76040444965388	2	11	47	30	0	1.0412193883530476	1.134476642683457	0.0	1.260405470681699E-4	0.0	1.6818716723513905E-4	53.54495793121433	53.54495793121433	0.009003194026490339	0.0034939079369931455	0.23248786256430648	0.7675121374356935	3.8076172821881557E-4	0.25280861071169103	0.24198561931983584	0.25	0.2552057699684731	0.17774361668772312	0.8280880509919588	0.14137741742804885	0.3832598477521278	0.3905078248197733	0.8386350863486829
10000	-48317.54081849757	-48327.287758526996	9.746940029429675	-48327.287758526996	2.8164763090112226	62.576061390729585	1	7	44	33	0	1.0507301398580082	1.1449568453412478	0.0	1.457267186113479E-4	0.0	1.6455593657694153E-4	54.429849000886186	54.429849000886186	0.011255777733652725	0.005455379628397167	0.23248786256430648	0.7675121374356935	4.1122587321354854E-4	0.25280861071169103	0.24198561931983584	0.25	0.2552057699684731	0.17774361668772312	0.4756539597304535	0.07788110820537407	0.3832598477521278	0.3905078248197733	0.8386350863486829
11000	-48288.25701307137	-48299.54349359685	11.286480525478703	-48299.54349359685	3.367035697716233	68.59922291382782	1	8	45	32	0	1.069920125114474	1.1672719153515732	0.0	1.27692635331374E-4	0.0	1.6431265366766514E-4	51.911430611540304	51.911430611540304	0.012129658366992254	0.00688980464807429	0.2863922513233344	0.7136077486766655	3.7771249467924493E-4	0.25280861071169103	0.24198561931983584	0.25	0.2552057699684731	0.19568487659833472	0.4756539597304535	0.08608040381823583	0.3832598477521278	0.3905078248197733	0.8386350863486829
12000	-48148.99798213278	-48186.87626370758	37.878281574795565	-48186.87626370758	2.5878379569632393	61.70932718704701	1	8	45	32	0	1.0756146031455824	1.2294239587019347	0.0	1.1463195144042777E-4	0.0	1.486656009456199E-4	49.330059935644904	49.330059935644904	0.012219702206584745	0.005775771523946573	0.2863922513233344	0.7136077486766655	3.6862778261878494E-4	0.2549073892647451	0.2398868407667818	0.25	0.2552057699684731	0.17356838842857367	0.4756539597304535	0.08608040381823583	0.20607047959751135	0.3905078248197733	0.8386350863486829
13000	-48099.27624940551	-48136.27408272243	36.997833316919	-48136.27408272243	2.526041211958004	65.47596703526001	1	10	47	30	0	1.0715048932810338	1.2247265738244757	0.0	1.1737370962945543E-4	0.0	1.4035202579985618E-4	47.938977356221756	47.938977356221756	0.010759862442114507	0.005082652267292629	0.33959473076352953	0.6604052692364705	3.557954113409137E-4	0.2549073892647451	0.2398868407667818	0.25	0.2552057699684731	0.17356838842857367	0.4756539597304535	0.08608040381823583	0.20607047959751135	0.3905078248197733	0.8386350863486829
14000	-48032.104621727885	-48067.340799979174	35.236178251286425	-48067.340799979174	2.3012266222374467	61.258587299743596	2	9	45	32	0	1.0656426575614584	1.231447089699729	0.0	1.2243595833630783E-4	0.0	1.2678904413702643E-4	51.35717046673638	51.35717046673638	0.007664772530093406	0.004597011932711678	0.36922884153766006	0.63077115846234	4.0509906383830077E-4	0.2549073892647451	0.2398868407667818	0.25	0.2552057699684731	0.14742787968036122	0.4557242943815273	0.08608040381823583	0.20607047959751135	0.36504582811914527	0.8386350863486829
15000	-47900.262749253794	-47951.26645930858	51.0037100547828	-47951.26645930858	2.2903268717172476	55.78832357588868	2	10	46	31	0	1.0726486787300962	1.2395431848750444	0.0	1.0266630337006907E-4	0.0	1.3621358781910846E-4	52.37052269241339	52.37052269241339	0.010061491960036098	0.00464496618490054	0.43414525948388855	0.5658547405161115	4.3894699006454105E-4	0.2549073892647451	0.2398868407667818	0.25	0.2552057699684731	0.13941837839168242	0.4557242943815273	0.0676811107982691	0.20607047959751135	0.3281377878781322	0.8456180559448491
16000	-47822.312656230606	-47884.665802449475	62.353146218869554	-47884.665802449475	2.2348247881646244	60.414003624329	1	8	45	32	0	1.070328217473229	1.2413593694185856	0.0	6.86984142750793E-5	0.0	1.1334111847782122E-4	51.705141436996456	51.705141436996456	0.008446999880623232	0.004532298075561618	0.43414525948388855	0.5658547405161115	4.0308610255185756E-4	0.2549073892647451	0.2398868407667818	0.25	0.2552057699684731	0.13941837839168242	0.4667704550351602	0.09019210057251154	0.20607047959751135	0.3281377878781322	0.8456180559448491
17000	-47659.634996179826	-47740.15764674886	80.52265056903569	-47740.15764674886	1.7333390357049974	53.84106827408556	1	7	44	33	0	1.086582924025718	1.3150724751796314	0.0	5.779875401973188E-5	0.0	9.581747511320742E-5	49.37336773578783	49.37336773578783	0.010110292873377934	0.004411435737431073	0.43414525948388855	0.5658547405161115	4.454691761228762E-4	0.2549073892647451	0.2398868407667818	0.25	0.2552057699684731	0.07841715747180905	0.4667704550351602	0.09019210057251154	0.20607047959751135	0.3281377878781322	0.5749403054889215
18000	-47563.50262651231	-47651.30293089317	87.80030438086354	-47651.30293089317	1.615730860995749	51.60729578711146	1	7	44	33	0	1.088304456290647	1.3259080397919945	0.0	5.888194267644768E-5	0.0	9.381542203429622E-5	50.41324349890315	50.41324349890315	0.008626769257666679	0.004822862166536802	0.43414525948388855	0.5658547405161115	4.1363308022092187E-4	0.2549073892647451	0.2335352260242605	0.2563516147425213	0.2552057699684731	0.10080055821088109	0.4667704550351602	0.09019210057251154	0.20607047959751135	0.3281377878781322	0.5749403054889215
19000	-47520.88982091775	-47607.446382851165	86.5565619334147	-47607.446382851165	1.5360363961862562	50.626909071009095	1	9	46	31	0	1.0823391033486984	1.291793795536468	0.0	4.859088560926356E-5	0.0	7.748239658051996E-5	57.45763482793969	57.45763482793969	0.007289671658453153	0.005007538550232154	0.2962677392872768	0.7037322607127233	4.480276239157441E-4	0.2549073892647451	0.2335352260242605	0.2563516147425213	0.2552057699684731	0.10080055821088109	0.2924256444468846	0.09019210057251154	0.20607047959751135	0.3281377878781322	0.5749403054889215
20000	-47481.34320848517	-47567.35219886186	86.00899037669524	-47567.35219886186	1.6911320201094917	48.79931137893723	1	7	44	33	0	1.1143451177512882	1.3907641648344204	0.0	5.7964404683766176E-5	0.0	6.67985495359282E-5	48.386574267566616	48.386574267566616	0.007440118082470809	0.003510258288355023	0.2051570417774961	0.794842958222504	4.746017046831902E-4	0.2549073892647451	0.2335352260242605	0.2563516147425213	0.2552057699684731	0.10080055821088109	0.310272149079818	0.09019210057251154	0.20607047959751135	0.3281377878781322	0.4545704930397072
21000	-47473.059381286796	-47561.79461256914	88.73523128233953	-47561.79461256914	1.9342532383358335	48.74002409864985	1	7	44	33	0	1.1015725586800251	1.3636204449363045	0.0	6.640684335990374E-5	0.0	5.939274851615475E-5	49.92882602646158	49.92882602646158	0.007613897111711657	0.0038403644850672396	0.2051570417774961	0.794842958222504	4.505145346667091E-4	0.2549073892647451	0.2335352260242605	0.2563516147425213	0.2552057699684731	0.11262728859284392	0.310272149079818	0.09019210057251154	0.20607047959751135	0.3281377878781322	0.4545704930397072
22000	-47319.13547998799	-47411.29085124326	92.1553712552668	-47411.29085124326	1.9413260002436632	51.0760901540977	1	7	44	33	0	1.0961814711206324	1.3720773736438467	0.0	4.383882515070062E-5	0.0	6.651980036911878E-5	51.24388064573501	51.24388064573501	0.006841337565223564	0.003314747940430913	0.2051570417774961	0.794842958222504	4.022228476625659E-4	0.2645776897701523	0.2335352260242605	0.24668131423711412	0.2552057699684731	0.0878755134887336	0.310272149079818	0.07762833747636355	0.1804515063923859	0.3281377878781322	0.4545704930397072
23000	-47282.21254411605	-47373.59721586131	91.38467174525583	-47373.59721586131	1.9733952848151992	49.738165568875644	1	6	43	34	0	1.1052979890602723	1.393655446184559	0.0	4.8917786107024906E-5	0.0	7.332658992267943E-5	49.78744637298232	49.78744637298232	0.006041897275312641	0.004922981327847595	0.10691573752247238	0.8930842624775277	4.3105240336453266E-4	0.2645776897701523	0.2335352260242605	0.24668131423711412	0.2552057699684731	0.0878755134887336	0.310272149079818	0.07762833747636355	0.0723619400170574	0.3281377878781322	0.32994039969775313
24000	-47197.1164896739	-47304.26666500881	107.15017533490648	-47304.26666500881	1.5536651556078969	40.281292508643574	1	6	43	34	0	1.1263113860843355	1.4236679432533073	0.0	3.301989392337486E-5	0.0	6.411291349873081E-5	51.97354272617616	51.97354272617616	0.009462766234577862	0.006847658745829668	0.27473496929294355	0.7252650307070565	5.512531823922543E-4	0.27148801150490287	0.2266249042895099	0.24668131423711412	0.2552057699684731	0.0878755134887336	0.310272149079818	0.07762833747636355	0.0723619400170574	0.31213692978474694	0.32994039969775313
25000	-47143.83471774339	-47242.688073988014	98.85335624462144	-47242.688073988014	1.656162735900028	44.20902728073601	1	5	42	35	0	1.1409118259061901	1.358054208993116	0.0	2.8466175861107864E-5	0.0	7.280309206463201E-5	50.45879433769342	50.45879433769342	0.01013407277055249	0.006232562452609976	0.27473496929294355	0.7252650307070565	5.03349974580923E-4	0.27148801150490287	0.2266249042895099	0.24668131423711412	0.2552057699684731	0.09044287641563331	0.310272149079818	0.07762833747636355	0.06338440467682764	0.2634359835159337	0.32994039969775313
26000	-47072.360791405365	-47160.73854876927	88.3777573639076	-47160.73854876927	1.8497773496956773	52.75603243851489	1	5	42	35	0	1.1020522295255701	1.3376061058539996	0.0	2.9370854834335775E-5	0.0	6.45567239662995E-5	49.56629450592437	49.56629450592437	0.007050392419828342	0.005649677928273171	0.27473496929294355	0.7252650307070565	3.916706089246936E-4	0.26164993722898494	0.2266249042895099	0.24668131423711412	0.26504384424439104	0.09044287641563331	0.2944845003553639	0.07762833747636355	0.06338440467682764	0.2634359835159337	0.32994039969775313
27000	-47079.84403966229	-47159.79533507473	79.95129541243895	-47159.79533507473	2.2156638885533386	56.87443390280772	1	5	42	35	0	1.1011230418861793	1.3088348620561119	0.0	3.047715181074196E-5	0.0	6.482619054918225E-5	51.039055418759496	51.039055418759496	0.006469313214486388	0.005375230829302665	0.27473496929294355	0.7252650307070565	3.8684088811197643E-4	0.26164993722898494	0.2266249042895099	0.24668131423711412	0.26504384424439104	0.09044287641563331	0.32638012793888954	0.07762833747636355	0.06338440467682764	0.2634359835159337	0.32994039969775313
28000	-46887.82344265519	-46976.12716890437	88.3037262491803	-46976.12716890437	1.993437384156889	55.316887691328326	1	5	42	35	0	1.0939048317325226	1.2772662810332394	0.0	3.10713734796082E-5	0.0	7.224881954185517E-5	53.10963017154827	53.10963017154827	0.005551091665770128	0.00542535474755859	0.2422859098950865	0.7577140901049135	4.110447913075833E-4	0.2670221194995088	0.21255282018697738	0.2460635618341826	0.2743614984793312	0.09044287641563331	0.32638012793888954	0.06079142836227959	0.06338440467682764	0.2634359835159337	0.333650815443374
29000	-46868.757100827985	-46958.98793285541	90.23083202742613	-46958.98793285541	1.8408110764452101	53.00107689371279	1	5	42	35	0	1.095975562442627	1.296521866726452	0.0	2.8973831618434027E-5	0.0	7.74296961489992E-5	53.0818647790539	53.0818647790539	0.005540967826369709	0.004535661243937099	0.3309037616713928	0.6690962383286072	4.0131284449090664E-4	0.2670221194995088	0.21117366915871064	0.2460635618341826	0.27574064950759797	0.09044287641563331	0.34500092197199783	0.06079142836227959	0.06338440467682764	0.2634359835159337	0.333650815443374
30000	-46786.60305198267	-46874.627523428826	88.02447144616127	-46874.627523428826	1.8103958642639957	49.97344807144155	1	5	42	35	0	1.125061671315751	1.343749187921	0.0	2.5706870406988256E-5	0.0	5.9398245833814354E-5	51.43819772184033	51.43819772184033	0.005725262068719268	0.003912823638100204	0.3309037616713928	0.6690962383286072	4.2438528126399684E-4	0.2670221194995088	0.21117366915871064	0.2396336067731325	0.28217060456864806	0.09044287641563331	0.34500092197199783	0.06079142836227959	0.06338440467682764	0.2634359835159337	0.333650815443374
31000	-46767.980761182065	-46846.47074548966	78.48998430759652	-46846.47074548966	1.9844440114182045	54.21009001940311	1	5	42	35	0	1.1085650821173136	1.322343282192823	0.0	2.377438866990435E-5	0.0	7.920283591732149E-5	51.43561506016156	51.43561506016156	0.005736997804917825	0.004542796909367921	0.3309037616713928	0.6690962383286072	3.9292121244812324E-4	0.2670221194995088	0.21117366915871064	0.2396336067731325	0.28217060456864806	0.06666988614826738	0.34500092197199783	0.06079142836227959	0.0642770323724284	0.2634359835159337	0.333650815443374
32000	-46716.38399941693	-46762.481722141354	46.09772272442064	-46762.481722141354	2.1281044924053782	59.895511991085016	3	8	43	34	0	1.084708716528992	1.2813858039353514	0.0	2.5747291751913602E-5	0.0	8.288635163365727E-5	53.249221361093056	53.249221361093056	0.0027325953691103456	0.003946915265775373	0.3309037616713928	0.6690962383286072	3.4083417408717765E-4	0.268233847880763	0.21117366915871064	0.23842187839187834	0.28217060456864806	0.06666988614826738	0.34500092197199783	0.06079142836227959	0.050999247047622556	0.2634359835159337	0.333650815443374
33000	-46686.641462678555	-46738.75280333898	52.111340660425455	-46738.75280333898	2.2086068661964378	59.98846058519727	3	8	43	34	0	1.0947537278733452	1.297496584207947	0.0	2.9027668625609508E-5	0.0	7.401495626272608E-5	48.830861514070264	48.830861514070264	0.0026181307561141385	0.002829126023574943	0.34957787104746807	0.6504221289525319	3.4607783699649937E-4	0.26923353269430755	0.21117366915871064	0.23742219357833375	0.28217060456864806	0.06666988614826738	0.34500092197199783	0.0748227053856524	0.04927686875404439	0.2634359835159337	0.333650815443374
34000	-46667.78101698292	-46733.30354305853	65.52252607561263	-46733.30354305853	2.3560967555575716	61.22041623250014	2	7	43	34	0	1.097299729936268	1.2533423426604648	0.0	1.9784439814780372E-5	0.0	5.890987102171134E-5	52.09840037814644	52.09840037814644	0.00218313049082065	0.0026862450522683436	0.30596357013573094	0.694036429864269	3.5816891790477445E-4	0.26923353269430755	0.21117366915871064	0.23742219357833375	0.28217060456864806	0.06666988614826738	0.34500092197199783	0.06361153667593761	0.04927686875404439	0.2634359835159337	0.29175523577595036
35000	-46642.29281821354	-46722.107060583316	79.81424236977871	-46722.107060583316	2.128214231612453	55.04587286012075	1	5	42	35	0	1.1114640112132645	1.2695208698153413	0.0	1.9379535175138182E-5	0.0	8.290355841297202E-5	50.29131431526353	50.29131431526353	0.002162212684837426	0.0036172260841570675	0.30596357013573094	0.694036429864269	3.973118361778365E-4	0.26923353269430755	0.21117366915871064	0.23742219357833375	0.28217060456864806	0.08435616295716504	0.28836781709718023	0.06851895661741071	0.04940689729188132	0.2634359835159337	0.29175523577595036
36000	-46583.06778088144	-46676.77022014518	93.70243926373712	-46676.77022014518	1.957238809360949	49.29340227741765	1	5	42	35	0	1.110387680734677	1.2952707894661895	0.0	1.4441794748463064E-5	0.0	8.819447098471208E-5	53.36545525232747	53.36545525232747	0.0022144564193447317	0.003180221956707719	0.20998377272027355	0.7900162272797264	4.0438125318642754E-4	0.26923353269430755	0.21117366915871064	0.23742219357833375	0.28217060456864806	0.06543619343541916	0.28836781709718023	0.06851895661741071	0.04940689729188132	0.2634359835159337	0.29175523577595036
37000	-46580.7743694383	-46672.213812561415	91.43944312311136	-46672.213812561415	2.095420005490669	53.47093629937254	1	5	42	35	0	1.1085696880945999	1.2931500952230774	0.0	1.444416551276246E-5	0.0	1.1139593049733728E-4	53.04508032701466	53.04508032701466	0.002284971574174943	0.0029904076692143684	0.20507430457476925	0.7949256954252307	3.6985205416347996E-4	0.26923353269430755	0.21117366915871064	0.23742219357833375	0.28217060456864806	0.09419118682415141	0.28836781709718023	0.06851895661741071	0.052119814323928454	0.2634359835159337	0.21440355687127238
38000	-46526.504653512806	-46631.57180952616	105.06715601335299	-46631.57180952616	1.8634121099776026	47.57507784330273	1	5	42	35	0	1.126197140454157	1.3223364188170197	0.0	1.272739715761033E-5	0.0	1.2066509643756363E-4	54.37891454897687	54.37891454897687	0.0031252507590386045	0.002804609480692667	0.24244742567890887	0.7575525743210911	4.26908585353591E-4	0.2731486733297541	0.2072585285232641	0.23742219357833375	0.28217060456864806	0.09419118682415141	0.3233635953627957	0.06851895661741071	0.052119814323928454	0.2634359835159337	0.10812009184280097
39000	-46476.1125328683	-46584.2715216732	108.15898880490855	-46584.2715216732	1.771647150003654	45.93508396496436	1	5	42	35	0	1.1280364190877796	1.3087084273785898	0.0	1.7164007732481448E-5	0.0	1.4926652257370287E-4	52.76548773398794	52.76548773398794	0.004328827350680854	0.0030672702749845256	0.2405337495255725	0.7594662504744275	4.376345374383054E-4	0.27941790873612515	0.2072585285232641	0.2311529581719627	0.28217060456864806	0.09419118682415141	0.3233635953627957	0.059828854925665725	0.052119814323928454	0.2634359835159337	0.10812009184280097
40000	-46482.35930528993	-46588.09003968081	105.73073439087443	-46588.09003968081	1.802442221040679	48.73047907092372	1	4	41	36	0	1.109401314414711	1.2870886302532019	0.0	2.4183183936894286E-5	0.0	1.3010910111947916E-4	52.986920967974676	52.986920967974676	0.003043052301742354	0.0029969832730555204	0.2405337495255725	0.7594662504744275	3.971414783217688E-4	0.27941790873612515	0.2072585285232641	0.2311529581719627	0.28217060456864806	0.09419118682415141	0.3233635953627957	0.059828854925665725	0.052119814323928454	0.2634359835159337	0.10812009184280097
41000	-46457.51465413251	-46562.50545626015	104.99080212764045	-46562.50545626015	1.788483611757098	48.33044091347556	1	4	41	36	0	1.1120412464279512	1.34114495428405	0.0	2.4849103183566592E-5	0.0	1.1380472959596139E-4	52.792240130730306	52.792240130730306	0.0024497961604255	0.0035734206077671533	0.2405337495255725	0.7594662504744275	4.198024494820645E-4	0.27941790873612515	0.2072585285232641	0.22845508648562918	0.28486847625498163	0.09419118682415141	0.2763829378794189	0.059828854925665725	0.052119814323928454	0.2634359835159337	0.10812009184280097
42000	-46448.47090634686	-46559.30134530883	110.8304389619641	-46559.30134530883	1.643614697313437	44.2676280958648	1	4	41	36	0	1.118621263564644	1.3450753172422707	0.0	2.873673710554362E-5	0.0	9.666772569119218E-5	51.37537385094418	51.37537385094418	0.0026643809507865034	0.002435783373533824	0.21901073894406456	0.7809892610559355	5.091466139851837E-4	0.27941790873612515	0.2072585285232641	0.22845508648562918	0.28486847625498163	0.09419118682415141	0.2763829378794189	0.059828854925665725	0.04517648266792006	0.2634359835159337	0.10812009184280097
43000	-46441.34216941586	-46551.52552255896	110.18335314309951	-46551.52552255896	1.6446218728810122	45.13605912304477	1	4	41	36	0	1.1142619673044856	1.3735533651136822	0.0	2.6111921043947326E-5	0.0	8.203190576675901E-5	50.909729569394685	50.909729569394685	0.0016335485763157543	0.002319697992222486	0.2739947291657557	0.7260052708342444	4.4044274257482653E-4	0.27941790873612515	0.21043164775159312	0.22528196725730015	0.28486847625498163	0.09419118682415141	0.3185835501396019	0.059828854925665725	0.04517648266792006	0.2504470358601628	0.10812009184280097
44000	-46434.84167614301	-46545.34950391399	110.50782777097518	-46545.34950391399	1.6903045088087765	44.63995740870951	1	4	41	36	0	1.1161315953407358	1.3645563240367002	0.0	3.4450491543429126E-5	0.0	9.562850610720103E-5	50.02942804278233	50.02942804278233	0.0017918300509782727	0.001893701296049221	0.3442325904663055	0.6557674095336946	4.4168254456941565E-4	0.27941790873612515	0.21043164775159312	0.22528196725730015	0.28486847625498163	0.09419118682415141	0.3185835501396019	0.0782808646770449	0.04517648266792006	0.2575783243969906	0.09591816321674802
45000	-46433.312013398194	-46553.14539856979	119.83338517159697	-46553.14539856979	1.5934940168671052	40.955309429736836	1	4	41	36	0	1.1128055115480164	1.4049527442368934	0.0	3.480737102036357E-5	0.0	9.852132093950509E-5	54.209384773032724	54.209384773032724	0.0019190986651903227	0.0036463470216467494	0.2211671362190469	0.7788328637809533	5.013618423016946E-4	0.27941790873612515	0.21043164775159312	0.22528196725730015	0.28486847625498163	0.09419118682415141	0.33470692627974136	0.0782808646770449	0.04517648266792006	0.31847207520193066	0.07284645984586059
46000	-46409.08419573744	-46521.98275450258	112.89855876513411	-46521.98275450258	1.7382269990736512	46.481597271095026	1	4	41	36	0	1.1062929861583792	1.3468646834877047	0.0	4.5476366777014565E-5	0.0	1.0676859254959429E-4	53.18555414764528	53.18555414764528	0.0014573109431360916	0.0019775788983682845	0.2211671362190469	0.7788328637809533	4.31611512117825E-4	0.27941790873612515	0.20616753695607556	0.22528196725730015	0.2891325870504992	0.09419118682415141	0.24725963972291562	0.06697915994645011	0.04517648266792006	0.31847207520193066	0.07284645984586059
