Sample	posterior	likelihood	prior	treeLikelihood.hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	treeHeight.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	treeLength.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Absent_to_Present	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Present_to_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Absent	Tree.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned.count_Present	rootTypeLogger.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	R0.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	R0.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned3	samplingProportion.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned4	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	becomeUninfectiousRate.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	rateMatrix.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	geo-frequencies.t:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	clockRate.c:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned1	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned2	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned3	freqParameter.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned4	rateAC.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateAG.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateAT.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateCG.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	rateGT.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned	gammaShape.s:hcov_USA_post2020-09-01_EMSI_nsp6_Delta9_subsampled_aligned
817000	-46185.60720325311	-46305.428969816596	119.82176656348462	-46305.428969816596	1.2772173412350536	37.68646930464314	1	5	42	35	0	1.1025691934501476	1.378542746610631	0.0	9.157431429612992E-5	0.0	5.200938079165396E-4	52.05683225274141	52.05683225274141	0.003775684375556358	0.0016673097452882758	0.10626680373089678	0.893733196269103	5.421632815737285E-4	0.29675071727400876	0.17919441238871722	0.19258774168148116	0.3314671286557931	0.08717687392074176	0.38446640611393224	0.0627807516589911	0.05782032311774335	0.2658602136377234	0.11043610863701345
818000	-46190.032128547085	-46309.738973100735	119.70684455364793	-46309.738973100735	1.25446682350687	37.61067707628649	1	5	42	35	0	1.1250779179558903	1.3285165201862317	0.0	9.284280485493337E-5	0.0	0.001211520899164053	49.6122550257006	49.6122550257006	0.004045458903072415	0.0031456564049892385	0.10626680373089678	0.893733196269103	5.439889950845518E-4	0.29675071727400876	0.17919441238871722	0.19258774168148116	0.3314671286557931	0.08717687392074176	0.3405619850396323	0.0627807516589911	0.06280891112259848	0.2658602136377234	0.11043610863701345
819000	-46162.99049974984	-46300.169198019976	137.1786982701354	-46300.169198019976	1.0886474619864457	32.274209176395786	1	5	42	35	0	1.1206791495483606	1.3644514716886653	0.0	1.3820172151323394E-4	0.0	9.515807076972651E-4	52.67949784030972	52.67949784030972	0.0026005323225294554	0.0025511347167832227	0.10626680373089678	0.893733196269103	6.141563188605457E-4	0.29675071727400876	0.17919441238871722	0.19258774168148116	0.3314671286557931	0.08717687392074176	0.3405619850396323	0.0627807516589911	0.03179003520985255	0.2658602136377234	0.11043610863701345
820000	-46178.46716162132	-46311.542066126814	133.07490450549432	-46311.542066126814	1.1004625337277882	33.22416616378453	1	5	42	35	0	1.1008522358945676	1.381524212604861	0.0	2.1381132486806529E-4	0.0	8.391255784137417E-4	51.54890771063214	51.54890771063214	0.007201029421177896	0.002039705518980959	0.10626680373089678	0.893733196269103	6.155218719787704E-4	0.29675071727400876	0.17919441238871722	0.19258774168148116	0.3314671286557931	0.08717687392074176	0.3405619850396323	0.0627807516589911	0.03179003520985255	0.2658602136377234	0.11043610863701345
821000	-46179.67745099931	-46313.17055761357	133.49310661425707	-46313.17055761357	1.0863943658585513	32.51464809774932	1	4	41	36	0	1.1141973959777731	1.3196644764449272	0.0	1.6321591207003392E-4	0.0	8.838990813437883E-4	51.9687560220329	51.9687560220329	0.008291230767651115	7.216736028760784E-4	0.10626680373089678	0.893733196269103	6.702517782072571E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10226483623907912	0.3405619850396323	0.0533339937913979	0.03179003520985255	0.2658602136377234	0.11043610863701345
822000	-46170.85136137059	-46309.773079356884	138.9217179862994	-46309.773079356884	1.0392682663343444	30.354389850018627	1	4	41	36	0	1.112245970808382	1.3797597193402844	0.0	1.6011721256072812E-4	0.0	8.874037954863031E-4	53.73261054701273	53.73261054701273	0.0073654136245291674	5.211550763055542E-4	0.10626680373089678	0.893733196269103	6.668038687235781E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10226483623907912	0.3405619850396323	0.0533339937913979	0.03179003520985255	0.2658602136377234	0.11043610863701345
823000	-46166.94755021491	-46297.24322697039	130.29567675548373	-46297.24322697039	1.0620405934891153	30.732182917173642	1	4	41	36	0	1.0893312884121833	1.3423242208238608	0.0	1.9127902268068343E-4	0.0	7.756614783794329E-4	52.690420245206695	52.690420245206695	0.005596747257060299	4.984392759580733E-4	0.3067926631042757	0.693207336895724	6.0474176787163E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10484348759569836	0.3328861321273042	0.0533339937913979	0.03179003520985255	0.2658602136377234	0.11043610863701345
824000	-46176.045607977176	-46302.39416059253	126.3485526153518	-46302.39416059253	1.1375936759765666	32.23839366249654	1	4	41	36	0	1.130063345199667	1.4591929224246103	0.0	1.1901175017384399E-4	0.0	3.3309792066266196E-4	51.89502511808257	51.89502511808257	0.004960422763530176	0.0018264299561266822	0.9923372702621531	0.007662729737846541	6.026990186012909E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10484348759569836	0.3335896874805619	0.06464536813516714	0.03179003520985255	0.2658602136377234	0.11043610863701345
825000	-46170.03230377766	-46299.496196286476	129.46389250881572	-46299.496196286476	1.2409663755271498	34.568232410384475	1	4	41	36	0	1.1161396992226769	1.3809377639635518	0.0	8.262973194212762E-5	0.0	5.322046125243728E-4	51.593305597768925	51.593305597768925	0.0036528207539235314	0.0017198725117063903	0.9923372702621531	0.007662729737846541	5.579888435374417E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10484348759569836	0.3335896874805619	0.06464536813516714	0.03179003520985255	0.2658602136377234	0.11043610863701345
826000	-46183.76576262356	-46319.21094238948	135.44517976591717	-46319.21094238948	1.1785669104081662	31.58700636861083	1	4	41	36	0	1.119645190512712	1.3766737687310466	0.0	1.377479229366053E-4	0.0	5.266556061192423E-4	53.723014542604496	53.723014542604496	0.006619641679888132	0.0019058960589323928	0.9923372702621531	0.007662729737846541	6.214700451193336E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10484348759569836	0.2885163726881968	0.06464536813516714	0.03179003520985255	0.2658602136377234	0.11043610863701345
827000	-46188.66599030369	-46312.724718185294	124.05872788160227	-46312.724718185294	1.306715262391288	35.76557346614293	1	4	41	36	0	1.1024376237040965	1.3316832296695478	0.0	1.4142038343536127E-4	0.0	8.933296921665916E-4	52.076481339109165	52.076481339109165	0.006289456966647476	0.001810830831218174	0.9923372702621531	0.007662729737846541	5.691371180287892E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10484348759569836	0.2885163726881968	0.04454122355562342	0.03179003520985255	0.31069302104149266	0.11043610863701345
828000	-46190.20867328281	-46307.19429220896	116.9856189261478	-46307.19429220896	1.3525559747015976	37.809708901546145	1	4	41	36	0	1.1028566112751126	1.2767174801534291	0.0	9.952599652543263E-5	0.0	9.548840419983744E-4	51.851899213655244	51.851899213655244	0.006217569684261675	0.00268319229811986	0.9923372702621531	0.007662729737846541	5.292538422616373E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.10484348759569836	0.2885163726881968	0.04454122355562342	0.03179003520985255	0.26951027146110845	0.11043610863701345
829000	-46189.34766102855	-46311.87150879409	122.52384776553936	-46311.87150879409	1.1880302495999289	32.974214369425816	1	5	42	35	0	1.130581988248952	1.362615045981476	0.0	5.111545855816678E-5	0.0	8.362805720848713E-4	55.7191052266299	55.7191052266299	0.006608965276285645	0.004023765667356475	0.9923372702621531	0.007662729737846541	5.922299010879216E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.0520841671051019	0.2885163726881968	0.03534266393769291	0.03179003520985255	0.26951027146110845	0.11043610863701345
830000	-46177.17468984401	-46309.224207836094	132.04951799208	-46309.224207836094	1.1050970834391145	30.220616236815907	1	5	42	35	0	1.115534603968915	1.3124846138089936	0.0	2.2710796101624775E-4	0.0	0.0013234482441394483	51.204125175927835	51.204125175927835	0.005347728573876182	0.0015468682576790208	0.9923372702621531	0.007662729737846541	6.663179190756559E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.0520841671051019	0.2885163726881968	0.03534266393769291	0.03179003520985255	0.26951027146110845	0.041024840535313814
831000	-46169.75138774917	-46301.26629093843	131.51490318925744	-46301.26629093843	1.160453548978441	32.79099221900221	1	4	41	36	0	1.0864108588068295	1.3379258066416344	0.0	3.307151341206871E-4	0.0	9.109750503782916E-4	53.25216684177262	53.25216684177262	0.004441840905873093	7.694587859023664E-4	0.5792014673702968	0.42079853262970296	5.7433531180156E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.0520841671051019	0.2885163726881968	0.03534266393769291	0.023367912293971754	0.26951027146110845	0.041024840535313814
832000	-46175.36844124087	-46308.66177940882	133.29333816795543	-46308.66177940882	1.091937815957305	30.973502979158646	1	4	41	36	0	1.0889589014229588	1.3713594411937307	0.0	3.464345010136934E-4	0.0	8.991678053616346E-4	50.50588436451726	50.50588436451726	0.003250183426895309	0.002563224982791484	0.5792014673702968	0.42079853262970296	6.78220204756892E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.11122938151506803	0.25685385484838935	0.03534266393769291	0.023367912293971754	0.26951027146110845	0.041024840535313814
833000	-46169.948113211954	-46308.6789447436	138.73083153164455	-46308.6789447436	1.0901678841746691	31.13492078225599	1	4	41	36	0	1.1174473012423742	1.4295852872158383	0.0	2.360370737458547E-4	0.0	7.125753775669133E-4	49.31662014002125	49.31662014002125	0.002968160523526795	0.0037695064978072574	0.5792014673702968	0.42079853262970296	6.462505908422542E-4	0.29675071727400876	0.17919441238871722	0.1986800724777236	0.32537479785955065	0.08098162411483648	0.25685385484838935	0.04858072851330976	0.03868770676168497	0.23149963418619118	0.041024840535313814
834000	-46174.814930099055	-46302.53382769375	127.71889759468884	-46302.53382769375	1.2117420803168026	35.311318848076	1	4	41	36	0	1.092256353187145	1.4010086008311675	0.0	2.2448532485101457E-4	0.0	5.466419940447066E-4	52.04543504858532	52.04543504858532	0.0028215795481265574	0.004261502979218238	0.5792014673702968	0.42079853262970296	5.979840284726699E-4	0.30209139669425517	0.17919441238871722	0.1986800724777236	0.32003411843930424	0.08098162411483648	0.25685385484838935	0.04858072851330976	0.03868770676168497	0.28941674228922715	0.041024840535313814
835000	-46165.452679682254	-46303.56835337339	138.115673691133	-46303.56835337339	1.0520894704534656	29.179362054624665	1	4	41	36	0	1.0885165641872205	1.4154044998752735	0.0	2.661133725515414E-4	0.0	5.32755346080202E-4	52.76512031098866	52.76512031098866	0.0040876098278891555	0.0023664617495426222	0.5792014673702968	0.42079853262970296	6.321970406173324E-4	0.30209139669425517	0.17919441238871722	0.1986800724777236	0.32003411843930424	0.08098162411483648	0.30427005920724515	0.04858072851330976	0.028113867816333307	0.27401651350355316	0.041024840535313814
836000	-46173.224650575045	-46303.16399266667	129.9393420916244	-46303.16399266667	1.2885282224439178	32.73519755515398	1	4	41	36	0	1.0953473266441527	1.3460391789354762	0.0	3.0847407060090684E-4	0.0	0.0012364355253056622	51.110232134209134	51.110232134209134	0.0038711330434359308	0.0022411356906371694	0.5792014673702968	0.42079853262970296	6.101364807722854E-4	0.30209139669425517	0.17919441238871722	0.1986800724777236	0.32003411843930424	0.06073952357111884	0.30427005920724515	0.04858072851330976	0.028113867816333307	0.27401651350355316	0.041024840535313814
837000	-46170.94553292607	-46306.38497748403	135.43944455796154	-46306.38497748403	1.1757019169588265	31.032329058761864	1	3	40	37	0	1.0779428124095718	1.3501658278231843	0.0	4.365104623149483E-4	0.0	0.001426673968584198	51.899022427999874	51.899022427999874	0.0027086986025024345	0.0019820150660429473	0.9473203966352929	0.05267960336470684	6.283232927174904E-4	0.30209139669425517	0.17919441238871722	0.1986800724777236	0.32003411843930424	0.06073952357111884	0.30427005920724515	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.007694302849400354
838000	-46164.167315289764	-46293.622865519625	129.4555502298618	-46293.622865519625	1.2748180158077886	33.99844969553824	1	3	40	37	0	1.0874464988520667	1.3827237273742503	0.0	2.305975968763956E-4	0.0	3.590463136433316E-4	52.25535649123312	52.25535649123312	0.00354180388857352	0.0017931694866853568	0.9473203966352929	0.05267960336470684	5.708695982880529E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.11109546941837332	0.30427005920724515	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.007694302849400354
839000	-46159.765649419394	-46300.197747297294	140.43209787789817	-46300.197747297294	1.2380231676221338	32.10378159900211	1	3	40	37	0	1.093708779638132	1.465434279726637	0.0	2.690917348710677E-4	0.0	2.8184132957140073E-4	51.61911063427039	51.61911063427039	0.0034463362977403197	4.0112306940476224E-4	0.9473203966352929	0.05267960336470684	5.977381548195107E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.06734566525360358	0.3141882491202142	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.007694302849400354
840000	-46173.94607654315	-46296.36491462372	122.41883808057096	-46296.36491462372	1.403235953758633	37.822559627603866	1	4	41	36	0	1.0817665076781782	1.4483482282227216	0.0	3.8524477385212894E-4	0.0	3.500885465059556E-4	50.23596378980374	50.23596378980374	0.0016684886103930203	6.265477229863481E-4	0.9473203966352929	0.05267960336470684	5.210118255082071E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.08822682790622834	0.3141882491202142	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.002830009045220048
841000	-46165.83679116249	-46295.52174884457	129.68495768208118	-46295.52174884457	1.4061343598942664	36.05436409415054	1	4	41	36	0	1.0769559072066541	1.4417243847837986	0.0	3.5770352075159334E-4	0.0	2.1584554858095683E-4	51.765640313276165	51.765640313276165	0.006820057954229971	7.208618849606473E-4	0.9473203966352929	0.05267960336470684	5.333262832770139E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.08822682790622834	0.3141882491202142	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.002830009045220048
842000	-46166.05072216514	-46294.726682133034	128.67595996789112	-46294.726682133034	1.3373376382291475	34.55006654995128	1	4	41	36	0	1.0953325131283642	1.4366005204862515	0.0	2.4295875549839758E-4	0.0	3.0195936677171356E-4	51.0497679120648	51.0497679120648	0.0061850973803613775	4.3484751462694304E-4	0.9473203966352929	0.05267960336470684	5.787666835916025E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.08625843427396207	0.3141882491202142	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.002830009045220048
843000	-46178.10019620758	-46296.539034595065	118.43883838748216	-46296.539034595065	1.4478259860749645	39.28797174225304	1	4	41	36	0	1.0814010017720057	1.404700666124526	0.0	2.6109691488102076E-4	0.0	2.1070299046214844E-4	52.0483591603957	52.0483591603957	0.005675636338903386	0.0012336059409771133	0.9473203966352929	0.05267960336470684	5.224760197670991E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.08625843427396207	0.3141882491202142	0.04858072851330976	0.03065218486837829	0.27401651350355316	0.002830009045220048
844000	-46180.7368118626	-46306.8395559204	126.10274405780486	-46306.8395559204	1.4487490704935195	38.526116786120625	1	4	41	36	0	1.090112591546315	1.3493846466907575	0.0	1.1914344048805778E-4	0.0	4.0184861082233895E-4	51.51319755409724	51.51319755409724	0.002147646298063785	0.0033549647617258298	0.9473203966352929	0.05267960336470684	5.124630121696956E-4	0.2988871071759642	0.1823987019070082	0.1986800724777236	0.32003411843930424	0.09193824737558472	0.3141882491202142	0.04858072851330976	0.06253557823171717	0.27401651350355316	0.002830009045220048
845000	-46180.46528937663	-46298.89909539726	118.43380602063067	-46298.89909539726	1.482837698855275	40.26855793417948	1	4	41	36	0	1.0849839210555572	1.3628762586206067	0.0	1.7726683111160386E-4	0.0	2.745509782188504E-4	48.87315990850888	48.87315990850888	0.003151936038561858	0.0015023980704286504	0.9473203966352929	0.05267960336470684	4.88742182332571E-4	0.2937614861240378	0.1823987019070082	0.1986800724777236	0.3251597394912306	0.09193824737558472	0.3141882491202142	0.04858072851330976	0.06253557823171717	0.27401651350355316	0.002830009045220048
846000	-46179.632529874594	-46299.65523206809	120.02270219350088	-46299.65523206809	1.4611099596744517	38.32113734619276	1	4	41	36	0	1.1068205585633981	1.3941826233120016	0.0	1.2537281002194755E-4	0.0	3.384774144635079E-4	48.228342946559096	48.228342946559096	0.0013768149213848307	0.001464915110498901	0.4392140407776146	0.5607859592223852	5.218470225261271E-4	0.2937614861240378	0.1823987019070082	0.1986800724777236	0.3251597394912306	0.09193824737558472	0.3141882491202142	0.06865616072297182	0.026754995114903948	0.27401651350355316	0.002830009045220048
847000	-46172.74601795736	-46296.27405308202	123.52803512466119	-46296.27405308202	1.458711111946573	40.14760991405192	1	4	41	36	0	1.0796713632844166	1.4044636391146563	0.0	1.3908534428498518E-4	0.0	1.6112122719603203E-4	53.02170076093293	53.02170076093293	0.0023594101225901487	2.2818311093622044E-4	0.4392140407776146	0.5607859592223852	4.7441317375190113E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.09861587164070452	0.3141882491202142	0.06865616072297182	0.026754995114903948	0.27401651350355316	0.002830009045220048
848000	-46187.50010924973	-46305.23234800057	117.73223875084008	-46305.23234800057	1.5388018707608857	42.059485284890165	1	4	41	36	0	1.0723301097487414	1.3721371087728607	0.0	1.7327578373078074E-4	0.0	1.4393561073852573E-4	53.381547947598065	53.381547947598065	0.004938831904149886	6.159428271525739E-4	0.4392140407776146	0.5607859592223852	4.655564932730812E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.09861587164070452	0.3141882491202142	0.06865616072297182	0.026754995114903948	0.27401651350355316	0.010970335234007119
849000	-46181.20478002828	-46309.03524592172	127.8304658934376	-46309.03524592172	1.3642577195654175	36.837661915331815	1	4	41	36	0	1.0890697523936548	1.5196547682793535	0.0	2.5604841800901866E-4	0.0	2.475932077814699E-4	47.5314935662515	47.5314935662515	0.003290113855185961	6.346636591756309E-4	0.5835067928314083	0.4164932071685915	5.34977913843E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.09861587164070452	0.3141882491202142	0.06865616072297182	0.026754995114903948	0.27401651350355316	0.010970335234007119
850000	-46172.093694327916	-46300.986600946664	128.8929066187478	-46300.986600946664	1.2743071785284703	33.62471476430804	1	4	41	36	0	1.0789620193538931	1.447966880390688	0.0	2.3863503052332438E-4	0.0	3.64531328757067E-4	49.69297143371713	49.69297143371713	0.0018705301423420375	0.0018187333566746205	0.5835067928314083	0.4164932071685915	5.790608872168395E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.106510155004075	0.3141882491202142	0.03758237696443978	0.03379765275987947	0.27401651350355316	0.010970335234007119
851000	-46179.678016389604	-46305.094760306696	125.41674391709414	-46305.094760306696	1.293472940495595	35.09405410618103	1	4	41	36	0	1.1066398694557624	1.456046623472148	0.0	1.8927053415902895E-4	0.0	3.653182500740494E-4	51.48200336206687	51.48200336206687	0.0023704625086047315	0.0011363997693988818	0.5835067928314083	0.4164932071685915	6.195135275233049E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.10761739252976975	0.3745923908862626	0.047540679224135546	0.03379765275987947	0.27401651350355316	0.010970335234007119
852000	-46167.84269630711	-46303.57850431352	135.7358080064073	-46303.57850431352	1.2133962893928039	32.15411275473303	1	4	41	36	0	1.0890597534057782	1.3678330414634337	0.0	2.168911755579779E-4	0.0	6.029371537491261E-4	54.205593991066586	54.205593991066586	0.00301436292640572	0.0016349089703465486	0.7445700428566085	0.25542995714339123	6.197865587718147E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.10761739252976975	0.3745923908862626	0.047540679224135546	0.03379765275987947	0.27401651350355316	0.010970335234007119
853000	-46171.49708913433	-46297.39883572998	125.90174659564995	-46297.39883572998	1.3555982492637646	36.73360768581489	1	4	41	36	0	1.0980078687718298	1.3680091926776508	0.0	1.294827252592343E-4	0.0	5.195337986942368E-4	53.06190200628319	53.06190200628319	0.002598798235696545	0.0014095179151925373	0.7445700428566085	0.25542995714339123	5.319510624751148E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.10761739252976975	0.3745923908862626	0.04104307649215341	0.03379765275987947	0.27401651350355316	0.010970335234007119
854000	-46170.40916253197	-46287.696398668944	117.28723613697167	-46287.696398668944	1.490181371282486	38.28466213556008	1	4	41	36	0	1.0893311841238862	1.3613178179170915	0.0	1.7665986724087857E-4	0.0	3.72506445709937E-4	51.21544653955534	51.21544653955534	0.002481344055159075	0.001345813942560954	0.7445700428566085	0.25542995714339123	5.552100957932927E-4	0.2937614861240378	0.18406020552279753	0.19701856886193425	0.3251597394912306	0.09727203285192258	0.3745923908862626	0.04303967581859256	0.03379765275987947	0.27401651350355316	0.010970335234007119
855000	-46188.547315725016	-46298.82007709302	110.27276136800245	-46298.82007709302	1.4770943643496528	39.0702610262788	1	4	41	36	0	1.0801123163024644	1.3770840828946622	0.0	2.1020947480196897E-4	0.0	4.014751372572909E-4	50.213351036168895	50.213351036168895	0.0036756599244872957	0.0015447286456129678	0.7445700428566085	0.25542995714339123	4.901222088684832E-4	0.29967791757841516	0.17814377406842014	0.19701856886193425	0.3251597394912306	0.09727203285192258	0.3745923908862626	0.04303967581859256	0.03379765275987947	0.28781534268570885	0.010970335234007119
856000	-46191.16312211878	-46303.96374452564	112.80062240686148	-46303.96374452564	1.3089213702395655	33.76553679616383	1	4	41	36	0	1.0550763614263723	1.3511972705235067	0.0	5.12534619386122E-4	0.0	0.0012922220141716582	52.09548126479414	52.09548126479414	0.007911834284372758	0.001764538022273775	0.7445700428566085	0.25542995714339123	6.295225082368574E-4	0.29967791757841516	0.17814377406842014	0.19701856886193425	0.3251597394912306	0.09727203285192258	0.3745923908862626	0.04303967581859256	0.03379765275987947	0.28781534268570885	0.010970335234007119
857000	-46185.41932997226	-46290.99207998017	105.57275000790968	-46290.99207998017	1.367229872344695	36.36728460478544	1	3	40	37	0	1.0709416013447848	1.3327968751442454	0.0	5.050542753070022E-4	0.0	4.808868872128241E-4	52.63185654955107	52.63185654955107	0.009031897575244262	0.0036080783803962373	0.7445700428566085	0.25542995714339123	5.769119282197683E-4	0.29967791757841516	0.17814377406842014	0.19701856886193425	0.3251597394912306	0.09727203285192258	0.33922261251926455	0.04303967581859256	0.03660776350340215	0.28781534268570885	0.010970335234007119
858000	-46169.40156829237	-46289.669063749694	120.26749545732577	-46289.669063749694	1.255121438031284	32.889048662029914	1	3	40	37	0	1.103601366886395	1.3523566860688958	0.0	1.419104718330876E-4	0.0	0.0011432036318908439	50.80561622424064	50.80561622424064	0.006169938704761568	0.0038710189624835494	0.9138416093675115	0.08615839063248826	6.085568920578862E-4	0.29967791757841516	0.17814377406842014	0.19701856886193425	0.3251597394912306	0.07688450296586942	0.34046908861474906	0.06981603921927175	0.03660776350340215	0.28781534268570885	0.05987060025633576
859000	-46163.52194719089	-46295.67236138204	132.15041419115036	-46295.67236138204	1.1093198244063982	27.732643965808922	1	3	40	37	0	1.1034678503680082	1.3873609012870722	0.0	4.6899167537383084E-4	0.0	0.0010023735709105029	51.00317964746871	51.00317964746871	0.006709869245986648	0.0039666497060192795	0.9138416093675115	0.08615839063248826	6.87025656384006E-4	0.3019699023190425	0.17814377406842014	0.19472658412130692	0.3251597394912306	0.07688450296586942	0.34046908861474906	0.06981603921927175	0.036468606303396864	0.28781534268570885	0.05987060025633576
860000	-46156.691796522544	-46276.723000560545	120.03120403800251	-46276.723000560545	1.221752978174746	32.27723032222272	1	3	40	37	0	1.1096696989602892	1.3886692414307396	0.0	1.7155715543622913E-4	0.0	9.71060580771465E-4	50.298493027784545	50.298493027784545	0.005915366898007429	0.005410673628272682	0.9138416093675115	0.08615839063248826	5.838423135229384E-4	0.3019699023190425	0.17814377406842014	0.19472658412130692	0.3251597394912306	0.07688450296586942	0.34046908861474906	0.05862407788229131	0.03438153297169724	0.28781534268570885	0.05987060025633576
861000	-46152.711226870626	-46280.898136020405	128.18690914978265	-46280.898136020405	1.14972316064381	29.430690837349225	1	3	40	37	0	1.1121878193468737	1.3338685340572198	0.0	1.7856164847822664E-4	0.0	9.739032631830316E-4	53.37731967051647	53.37731967051647	0.005669630966856675	0.004761438394448084	0.9138416093675115	0.08615839063248826	6.313745332150484E-4	0.3019699023190425	0.17735314130326918	0.19551721688645787	0.3251597394912306	0.07688450296586942	0.335332528920663	0.05862407788229131	0.03438153297169724	0.28781534268570885	0.05987060025633576
862000	-46164.01906434325	-46278.57561489288	114.55655054962544	-46278.57561489288	1.4176779828778838	38.431508208148635	1	3	40	37	0	1.0857941371602993	1.2698180010755904	0.0	1.8527186522622005E-4	0.0	8.062562920560697E-4	52.36176808070533	52.36176808070533	0.005132916059945596	0.0020112028795035547	0.8284397909948088	0.17156020900519095	5.28247398226834E-4	0.3019699023190425	0.17735314130326918	0.19551721688645787	0.3251597394912306	0.07688450296586942	0.335332528920663	0.04825802353276692	0.03438153297169724	0.2635404140524066	0.030911979401886513
